3003_14274_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	false	9.36	11.26	22
3003_14274_000062_000002	We had quite a little Christmas without it, however, for a number of things came from the girls, and several women of the garrison sent pretty little gifts to me.	We had quite a little Christmas without it, however, for a number of things came from the girls, and several women of the garrison sent pretty little gifts to me.	true	2394.32	2403.73	20.91075
3003_14274_000062_000003	It was so kind and thoughtful of them to remember that I might be a bit homesick just now.	It was so kind and thoughtful of them to remember that I might be a bit homesick just now.	true	2404.01	2408.5	19
3003_14274_000062_000004	All the little presents were spread out on a table, and in a way to make them present as fine an appearance as possible.	All the little presents were spread out on a table, and in a way to make them present as fine an appearance as possible.	true	2409.17	2416.87	23.824062
3003_14274_000062_000005	Then I printed in large letters, on a piece of cardboard, "One box--contents unknown!" and stood it up on the back of the table.	Then I printed in large letters, on a piece of cardboard, "One box-contents unknown!" and stood it up on the back of the table.	false	2417.39	2426.47	24.017672
3003_14274_000062_000006	I did this to let everyone know that we had not been forgotten by home people.	I did this to let everyone know that we had not been forgotten by home people.	true	2426.81	2431.39	21
3003_14274_000062_000007	My beautiful new saddle was brought in, also, for although I had had it several weeks, it was really one of Faye's Christmas gifts to me.	My beautiful new saddle was brought in, also, for although I had had it several weeks, it was really one of Faye's Christmas gifts to me.	false	2431.88	2440.66	23.161135
3003_14274_000063_000000	They have such a charming custom in the Army of going along the line Christmas morning and giving each other pleasant greetings and looking at the pretty things everyone has received.	They have such a charming custom in the Army of going along the line Christmas morning and giving each other pleasant greetings and looking at the pretty things everyone has received.	true	2441.54	2452.03	24.350784
3003_14274_000063_000001	This is a rare treat out here, where we are so far from shops and beautiful Christmas displays. We all went to the bachelors' quarters, almost everyone taking over some little remembrance--homemade candy, cakes, or something of that sort.	This is a rare treat out here, where we are so far from shops and beautiful Christmas displays. We all went to the bachelors' quarters, almost everyone taking over some little remembrance-homemade candy, cakes, or something of that sort.	true	2452.43	2468.56	22.410418
3003_14274_000064_000000	I had a splendid cake to send over that morning, and I will tell you just what happened to it.	I had a splendid cake to send over that morning, and I will tell you just what happened to it.	true	2469.5	2475.73	23.909082
3003_14274_000064_000001	At home we always had a large fruit cake made for the holidays, long in advance, and I thought I would have one this year as near like it as possible.	At home we always had a large fruit cake made for the holidays, long in advance, and I thought I would have one this year as near like it as possible.	true	2476.1	2486.26	21.89265
3003_14274_000064_000002	But it seemed that the only way to get it was to make it.	But it seemed that the only way to get it was to make it.	true	2486.69	2489.95	26.821016
3003_14274_000064_000003	So, about four weeks ago, I commenced.	So, about four weeks ago, I commenced.	true	2490.2	2493.61	25.077179
3003_14274_000064_000004	It was quite an undertaking for me, as I had never done anything of the kind, and perhaps I did not go about it the easiest way, but I knew how it should look when done, and of course I knew precisely how it should taste. Eliza makes delicious every-day cake, but was no assistance whatever with the fruit cake, beyond encouraging me with the assurance that it would not matter in the least if it should be heavy.	It was quite an undertaking for me, as I had never done anything of the kind, and perhaps I did not go about it the easiest way, but I knew how it should look when done, and of course I knew precisely how it should taste. Eliza makes delicious every day cake, but was no assistance whatever with the fruit cake, beyond encouraging me with the assurance that it would not matter in the least if it should be heavy.	true	2493.8	2520.34	22.964445
3003_14274_000065_000000	Well, for two long, tiresome days I worked over that cake, preparing with my own fingers every bit of the fruit, which I consider was a fine test of perseverance and staying qualities.	Well, for two long, tiresome days I worked over that cake, preparing with my own fingers every bit of the fruit, which I consider was a fine test of perseverance and staying qualities.	true	2521.13	2534.92	25.503376
3003_14274_000065_000001	After the ingredients were all mixed together there seemed to be enough for a whole regiment, so we decided to make two cakes of it.	After the ingredients were all mixed together there seemed to be enough for a whole regiment, so we decided to make two cakes of it.	true	2535.71	2543.14	21.415234
3003_14274_000065_000002	They looked lovely when baked, and just right, and smelled so good, too!	They looked lovely when baked, and just right, and smelled so good, too!	true	2543.42	2548.03	22.455889
3003_14274_000065_000003	I wrapped them in nice white paper that had been wet with brandy, and put them carefully away--one in a stone jar, the other in a tin box--and felt that I had done a remarkably fine bit of housekeeping.	I wrapped them in nice white paper that had been wet with brandy, and put them carefully away-one in a stone jar, the other in a tin box-and felt that I had done a remarkably fine bit of housekeeping.	true	2548.55	2562.7	23.951471
3003_14274_000065_000004	The bachelors have been exceedingly kind to me, and I rejoiced at having a nice cake to send them Christmas morning.	The bachelors have been exceedingly kind to me, and I rejoiced at having a nice cake to send them Christmas morning.	true	2563.22	2570.05	24
3003_14274_000065_000005	But alas!	But alas!	true	2570.87	2572.6	20.084583
3003_14274_000065_000006	I forgot that the little house was fragrant with the odor of spice and fruit, and that there was a man about who was ever on the lookout for good things to eat.	I forgot that the little house was fragrant with the odor of spice and fruit, and that there was a man about who was ever on the lookout for good things to eat.	true	2572.67	2583.07	23.758965
3003_14274_000065_000007	It is a shame that those cadets at West Point are so starved.	It is a shame that those cadets at West Point are so starved.	true	2583.53	2587.9	23.814627
3003_14274_000065_000008	They seem to be simply famished for months after they graduate.	They seem to be simply famished for months after they graduate.	true	2587.94	2592.67	22.24976
3003_14274_000066_000000	It so happened that there was choir practice that very evening, and that I was at the chapel an hour or so.	It so happened that there was choir practice that very evening, and that I was at the chapel an hour or so.	true	2593.46	2600.44	23.806376
3003_14274_000066_000001	When I returned, I found the three bachelors sitting around the open fire, smoking, and looking very comfortable indeed.	When I returned, I found the three bachelors sitting around the open fire, smoking, and looking very comfortable indeed.	false	2600.87	2609.41	23.187798
3003_14274_000066_000002	Before I was quite in the room they all stood up and began to praise the cake.	Before I was quite in the room they all stood up and began to praise the cake.	true	2609.78	2614.21	23.789
3003_14274_000066_000003	I think Faye was the first to mention it, saying it was a "great success"; then the others said "perfectly delicious," and so on, but at the same time assuring me that a large piece had been left for me.	I think Faye was the first to mention it, saying it was a "great success"; then the others said "perfectly delicious," and so on, but at the same time assuring me that a large piece had been left for me.	true	2614.61	2627.86	20.029804
3003_14274_000067_000000	For one minute I stood still, not in the least grasping their meaning; but finally I suspected mischief, they all looked so serenely contented. So I passed on to the dining room, and there, on the table, was one of the precious cakes---at least what was left of it, the very small piece that had been so generously saved for me.	For one minute I stood still, not in the least grasping their meaning; but finally I suspected mischief, they all looked so serenely contented. So I passed on to the dining room, and there, on the table, was one of the precious cakes---at least what was left of it, the very small piece that had been so generously saved for me.	true	2628.83	2655.28	21.984478
3003_14274_000067_000001	And there were plates with crumbs, and napkins, that told the rest of the sad tale--and there was wine and empty glasses, also.	And there were plates with crumbs, and napkins, that told the rest of the sad tale-and there was wine and empty glasses, also.	true	2655.8	2664.52	22.019922
3003_14274_000067_000002	Oh, yes!	Oh, yes!	true	2665.07	2666.56	18.90258
3003_14274_000067_000003	Their early Christmas had been a fine one.	Their early Christmas had been a fine one.	true	2666.78	2669.53	26.460625
3003_14274_000067_000004	There was nothing for me to say or do--at least not just then--so I went back to the little living-room and forced myself to be halfway pleasant to the four men who were there, each one looking precisely like the cat after it had eaten the canary!	There was nothing for me to say or do-at least not just then-so I went back to the little living room and forced myself to be halfway pleasant to the four men who were there, each one looking precisely like the cat after it had eaten the canary!	true	2669.9	2686.15	22.1895
3003_14274_000067_000005	The cake was scarcely cold, and must have been horribly sticky--and I remember wondering, as I sat there, which one would need the doctor first, and what the doctor would do if they were all seized with cramps at the same time.	The cake was scarcely cold, and must have been horribly sticky-and I remember wondering, as I sat there, which one would need the doctor first, and what the doctor would do if they were all seized with cramps at the same time.	true	2686.76	2701	21.519814
3003_14274_000067_000006	But they were not ill--not in the least--which proved that the cake was well baked.	But they were not ill-not in the least-which proved that the cake was well baked.	true	2701.58	2706.73	24.484013
3003_14274_000067_000007	If they had discovered the other one, however, there is no telling what might have happened.	If they had discovered the other one, however, there is no telling what might have happened.	true	2707.1	2712.24	16
3003_14274_000068_000000	At half after ten yesterday the chaplain held service, and the little chapel was crowded--so many of the enlisted men were present.	At half after ten yesterday the chaplain held service, and the little chapel was crowded-so many of the enlisted men were present.	false	2712.24	2721.4	23.501947
3003_14274_000068_000001	We sang our Christmas music, and received many compliments.	We sang our Christmas music, and received many compliments.	true	2721.65	2725.21	23.894876
3003_14274_000068_000002	Our little choir is really very good.	Our little choir is really very good.	true	2725.43	2727.85	17.730532
3003_14274_000068_000003	Both General Phillips and Major Pierce have fine voices.	Both General Phillips and Major Pierce have fine voices.	true	2728.1	2731.66	25.448889
3003_14274_000068_000004	One of the infantry sergeants plays the organ now, for it was quite too hard for me to sing and work those old pedals.	One of the infantry sergeants plays the organ now, for it was quite too hard for me to sing and work those old pedals.	true	2732.09	2739.55	23.248646
3003_14274_000068_000005	Once I forgot them entirely, and everybody smiled--even the chaplain!	Once I forgot them entirely, and everybody smiled-even the chaplain!	true	2739.83	2744.95	25.766342
3003_14274_000069_000000	From the chapel we--that is, the company officers and their wives--went to the company barracks to see the men's dinner tables.	From the chapel we-that is, the company officers and their wives-went to the company barracks to see the men's dinner tables.	true	2745.86	2753.68	22.094292
3003_14274_000069_000001	When we entered the dining hall we found the entire company standing in two lines, one down each side, every man in his best inspection uniform, and every button shining.	When we entered the dining hall we found the entire company standing in two lines, one down each side, every man in his best inspection uniform, and every button shining.	true	2754.11	2766.64	24.174307
3003_14274_000069_000002	With eyes to the front and hands down their sides they looked absurdly like wax figures waiting to be "wound up," and I did want so much to tell the little son of General Phillips to pinch one and make him jump.	With eyes to the front and hands down their sides they looked absurdly like wax figures waiting to be "wound up," and I did want so much to tell the little son of General Phillips to pinch one and make him jump.	true	2767.25	2781.94	22.82952
3003_14274_000069_000003	He would have done it, too, and then put all the blame upon me, without loss of time.	He would have done it, too, and then put all the blame upon me, without loss of time.	true	2782.01	2787.64	21.367506
3003_14274_000070_000000	The first sergeant came to meet us, and went around with us.	The first sergeant came to meet us, and went around with us.	true	2788.37	2791.51	21
3003_14274_000070_000001	There were three long tables, fairly groaning with things upon them: buffalo, antelope, boiled ham, several kinds of vegetables, pies, cakes, quantities of pickles, dried "apple-duff," and coffee, and in the center of each table, high up, was a huge cake thickly covered with icing. These were the cakes that Mrs. Phillips, Mrs. Barker, and I had sent over that morning.	There were three long tables, fairly groaning with things upon them: buffalo, antelope, boiled ham, several kinds of vegetables, pies, cakes, quantities of pickles, dried "apple duff," and coffee, and in the center of each table, high up, was a huge cake thickly covered with icing. These were the cakes that mrs Phillips, mrs Barker, and I had sent over that morning.	true	2791.97	2819.56	23.72823
3003_14274_000070_000002	It is the custom in the regiment for the wives of the officers every Christmas to send the enlisted men of their husbands' companies large plum cakes, rich with fruit and sugar.	It is the custom in the regiment for the wives of the officers every Christmas to send the enlisted men of their husbands' companies large plum cakes, rich with fruit and sugar.	true	2820.08	2831.38	23.987114
3003_14274_000070_000003	Eliza made the cake I sent over, a fact I made known from its very beginning, to keep it from being devoured by those it was not intended for.	Eliza made the cake I sent over, a fact I made known from its very beginning, to keep it from being devoured by those it was not intended for.	true	2831.75	2841.58	19.510275
3003_14274_000071_000000	The hall was very prettily decorated with flags and accoutrements, but one missed the greens.	The hall was very prettily decorated with flags and accoutrements, but one missed the greens.	true	2842.28	2848.18	22.923578
3003_14274_000071_000001	There are no evergreen trees here, only cottonwood.	There are no evergreen trees here, only cottonwood.	true	2848.28	2851.84	23.425798
3003_14274_000071_000002	Before coming out, General Phillips said a few pleasant words to the men, wishing them a "Merry Christmas" for all of us. Judging from the laughing and shuffling of feet as soon as we got outside, the men were glad to be allowed to relax once more.	Before coming out, General Phillips said a few pleasant words to the men, wishing them a "Merry Christmas" for all of us. Judging from the laughing and shuffling of feet as soon as we got outside, the men were glad to be allowed to relax once more.	true	2852.15	2867.02	24.192719
3003_14274_000072_000000	At six o'clock Faye and I, Lieutenant Baldwin, and Lieutenant Alden dined with Doctor and Mrs. Wilder.	At six o'clock Faye and I, Lieutenant Baldwin, and Lieutenant Alden dined with Doctor and mrs Wilder.	true	2867.84	2874.82	26
3003_14274_000072_000001	It was a beautiful little dinner, very delicious, and served in the daintiest manner possible.	It was a beautiful little dinner, very delicious, and served in the daintiest manner possible.	true	2875.1	2881.18	22.690704
3003_14274_000072_000002	But out here one is never quite sure of what one is eating, for sometimes the most tempting dishes are made of almost nothing.	But out here one is never quite sure of what one is eating, for sometimes the most tempting dishes are made of almost nothing.	true	2881.61	2889.1	23.312504
3003_14274_000072_000003	At holiday time, however, it seems that the post trader sends to St. Louis for turkeys, celery, canned oysters, and other things.	At holiday time, however, it seems that the post trader sends to saint Louis for turkeys, celery, canned oysters, and other things.	true	2889.47	2898.4	23.14275
3003_14274_000072_000004	We have no fresh vegetables here, except potatoes, and have to depend upon canned stores in the commissary for a variety, and our meat consists entirely of beef, except now and then, when we may have a treat to buffalo or antelope.	We have no fresh vegetables here, except potatoes, and have to depend upon canned stores in the commissary for a variety, and our meat consists entirely of beef, except now and then, when we may have a treat to buffalo or antelope.	true	2898.8	2914.6	23.64477
3003_14274_000073_000000	The commanding officer gave a dancing party Friday evening that was most enjoyable.	The commanding officer gave a dancing party Friday evening that was most enjoyable.	true	2915	2919.73	19
3003_14274_000073_000001	He is a widower, you know.	He is a widower, you know.	true	2920.16	2921.65	17.440092
3003_14274_000073_000002	His house is large, and the rooms of good size, so that dancing was comfortable.	His house is large, and the rooms of good size, so that dancing was comfortable.	false	2921.9	2926.9	20.274284
3003_14274_000073_000003	The music consisted of one violin with accordion accompaniment.	The music consisted of one violin with accordion accompaniment.	true	2927.45	2932.36	20.788273
3003_14274_000073_000004	This would seem absurd in the East, but I can assure you that one accordion, when played well by a German, is an orchestra in itself.	This would seem absurd in the East, but I can assure you that one accordion, when played well by a German, is an orchestra in itself.	true	2932.7	2941.42	20.974508
3003_14274_000073_000005	And Doos plays very well.	And Doos plays very well.	true	2941.7	2943.94	21.07759
3003_14274_000073_000006	The girls East may have better music to dance by, and polished waxed floors to slip down upon, but they cannot have the excellent partners one has at an army post, and I choose the partners!	The girls East may have better music to dance by, and polished waxed floors to slip down upon, but they cannot have the excellent partners one has at an army post, and I choose the partners!	true	2944.52	2957.98	25.055708
3003_14274_000074_000000	The officers are excellent dancers--every one of them--and when you are gliding around, your chin, or perhaps your nose, getting a scratch now and then from a gorgeous gold epaulet, you feel as light as a feather, and imagine yourself with a fairy prince.	The officers are excellent dancers-every one of them-and when you are gliding around, your chin, or perhaps your nose, getting a scratch now and then from a gorgeous gold epaulet, you feel as light as a feather, and imagine yourself with a fairy prince.	true	2958.77	2976.64	22.262543
3003_14274_000074_000001	Of course the officers were in full-dress uniform Friday night, so I know just what I am talking about, scratches and all.	Of course the officers were in full dress uniform Friday night, so I know just what I am talking about, scratches and all.	true	2977.19	2985.55	22.74788
3003_14274_000074_000002	Every woman appeared in her finest gown.	Every woman appeared in her finest gown.	true	2986.01	2988.82	24.418056
3003_14274_000074_000003	I wore my nile-green silk, which I am afraid showed off my splendid coat of tan only too well.	I wore my nile green silk, which I am afraid showed off my splendid coat of tan only too well.	true	2989.13	2997.25	24.526127
3003_14274_000075_000000	The party was given for Doctor and Mrs. Anderson, who are guests of General Bourke for a few days.	The party was given for Doctor and mrs Anderson, who are guests of General Bourke for a few days.	true	2997.92	3003.49	20.767612
3003_14274_000075_000001	They are en route to Fort Union, New Mexico.	They are en route to Fort Union, New Mexico.	false	3003.71	3006.58	26.169876
3003_14274_000075_000002	Mrs. Anderson was very handsome in an elegant gown of London-smoke silk.	mrs Anderson was very handsome in an elegant gown of London smoke silk.	true	3006.95	3012.25	21
3003_14274_000075_000003	I am to assist Mrs. Phillips in receiving New Year's day, and shall wear my pearl-colored Irish poplin.	I am to assist mrs Phillips in receiving New Year's day, and shall wear my pearl colored Irish poplin.	true	3012.65	3019.09	25.822964
3003_14274_000075_000004	We are going out now for a little ride.	We are going out now for a little ride.	true	3019.49	3021.72	20.83175
3003_14274_000076_000000	FORT LYON, COLORADO TERRITORY, January, 1872.	FORT LYON, COLORADO TERRITORY, January, eighteen seventy two.	false	3021.72	3021.84	-20
3003_14274_000077_000000	WHEN we came over on the stage from Kit Carson last fall, I sat on top with the driver, who told me of many terrible experiences he had passed through during the years he had been driving a stage on the plains, and some of the most thrilling were of sand storms, when he had, with great difficulty, saved the stage and perhaps his own life.	WHEN we came over on the stage from Kit Carson last fall, I sat on top with the driver, who told me of many terrible experiences he had passed through during the years he had been driving a stage on the plains, and some of the most thrilling were of sand storms, when he had, with great difficulty, saved the stage and perhaps his own life.	false	3021.84	3024.51	24.008862
3003_14274_000077_000001	There have been ever so many storms, since we have been here, that covered everything in the houses with dust and sand, but nothing at all like those the driver described.	There have been ever so many storms, since we have been here, that covered everything in the houses with dust and sand, but nothing at all like those the driver described.	false	3024.51	3025.05	12
3003_14274_000077_000002	But yesterday one came--a terrific storm--and it so happened that I was caught out in the fiercest part of it.	But yesterday one came-a terrific storm-and it so happened that I was caught out in the fiercest part of it.	false	3025.05	3029.64	13.151319
