6981_70843_000000_000000	Counter-revolution had begun...	Counter revolution had begun...	false	3.78	22.68	21.184944
6981_70843_000083_000002	They don't dare arrest the Duma!	They don't dare arrest the Duma!	true	1796.38	1798.39	22.07951
6981_70843_000083_000003	Their Military Revolutionary Committee doesn't dare to send a Commissar into this building.	Their Military Revolutionary Committee doesn't dare to send a Commissar into this building.	true	1798.4	1802.87	14
6981_70843_000083_000004	Why, on the corner of the Sadovaya to-day, I saw a Red Guard try to stop a boy selling _Soldatski Golos_....	Why, on the corner of the Sadovaya to day, I saw a Red Guard try to stop a boy selling underscore Soldatski Golos underscore....	false	1802.87	1808.55	16
6981_70843_000083_000005	The boy just laughed at him, and a crowd of people wanted to lynch the bandit.	The boy just laughed at him, and a crowd of people wanted to lynch the bandit.	false	1808.55	1812.55	20.627542
6981_70843_000083_000006	It's only a few hours more, now. Even if Kerensky wouldn't come they haven't the men to run a Government.	It's only a few hours more, now. Even if Kerensky wouldn't come they haven't the men to run a Government.	true	1812.89	1818.4	21
6981_70843_000083_000007	Absurd!	Absurd!	true	1818.56	1819.72	21
6981_70843_000083_000008	I understand they're even fighting among themselves at Smolny!"	I understand they're even fighting among themselves at Smolny!"	true	1819.72	1822.63	17.384434
6981_70843_000084_000000	A Socialist Revolutionary friend of mine drew me aside.	A Socialist Revolutionary friend of mine drew me aside.	true	1822.85	1826.02	21
6981_70843_000084_000001	"I know where the Committee for Salvation is hiding," he said.	"I know where the Committee for Salvation is hiding," he said.	false	1826.39	1829.77	20.060972
6981_70843_000084_000002	"Do you want to go and talk with them?"	"Do you want to go and talk with them?"	true	1830.02	1831.69	22.720276
6981_70843_000085_000000	By this time it was dusk.	By this time it was dusk.	true	1832.21	1833.76	26.935806
6981_70843_000085_000001	The city had again settled down to normal--shop-shutters up, lights shining, and on the streets great crowds of people slowly moving up and down and arguing....	The city had again settled down to normal-shop shutters up, lights shining, and on the streets great crowds of people slowly moving up and down and arguing....	true	1834.22	1843.06	20
6981_70843_000086_000000	At Number 86 Nevsky we went through a passage into a courtyard, surrounded by tall apartment buildings.	At Number eighty six Nevsky we went through a passage into a courtyard, surrounded by tall apartment buildings.	false	1844.27	1849.9	19
6981_70843_000086_000001	At the door of apartment 229 my friend knocked in a peculiar way.	At the door of apartment two hundred twenty nine my friend knocked in a peculiar way.	false	1850	1854.01	19
6981_70843_000086_000002	There was a sound of scuffling; an inside door slammed; then the front door opened a crack and a woman's face appeared.	There was a sound of scuffling; an inside door slammed; then the front door opened a crack and a woman's face appeared.	true	1854.65	1861.6	22.878908
6981_70843_000086_000003	After a minute's observation she led us in--a placid-looking, middle-aged lady who at once cried, "Kyril, it's all right!" In the dining-room, where a samovar steamed on the table and there were plates full of bread and raw fish, a man in uniform emerged from behind the window-curtains, and another, dressed like a workman, from a closet.	After a minute's observation she led us in-a placid looking, middle aged lady who at once cried, "Kyril, it's all right!" In the dining room, where a samovar steamed on the table and there were plates full of bread and raw fish, a man in uniform emerged from behind the window curtains, and another, dressed like a workman, from a closet.	false	1861.91	1881.82	21.251759
6981_70843_000086_000004	They were delighted to meet an American reporter.	They were delighted to meet an American reporter.	true	1882.73	1885.24	21.122305
6981_70843_000086_000005	With a certain amount of gusto both said that they would certainly be shot if the Bolsheviki caught them.	With a certain amount of gusto both said that they would certainly be shot if the Bolsheviki caught them.	false	1885.4	1890.22	19
6981_70843_000086_000006	They would not give me their names, but both were Socialist Revolutionaries....	They would not give me their names, but both were Socialist Revolutionaries....	true	1890.35	1893.97	21
6981_70843_000087_000000	"Why," I asked, "do you publish such lies in your newspapers?"	"Why," I asked, "do you publish such lies in your newspapers?"	true	1894.61	1898.17	21.583044
6981_70843_000088_000000	Without taking offence the officer replied, "Yes, I know; but what can we do?" He shrugged.	Without taking offence the officer replied, "Yes, I know; but what can we do?" He shrugged.	true	1898.99	1904.07	22.453943
6981_70843_000088_000001	"You must admit that it is necessary for us to create a certain frame of mind in the people...."	"You must admit that it is necessary for us to create a certain frame of mind in the people...."	false	1904.07	1908.1	18
6981_70843_000089_000000	The other man interrupted.	The other man interrupted.	true	1908.44	1909.84	23.262106
6981_70843_000089_000001	"This is merely an adventure on the part of the Bolsheviki.	"This is merely an adventure on the part of the Bolsheviki.	true	1910.03	1913.02	22.253405
6981_70843_000089_000002	They have no intellectuals....	They have no intellectuals....	true	1913.06	1914.67	20.937273
6981_70843_000089_000003	The Ministries won't work....	The Ministries won't work....	true	1914.8	1916.41	20.183344
6981_70843_000089_000004	Russia is not a city, but a whole country....	Russia is not a city, but a whole country....	true	1916.54	1918.96	20.32179
6981_70843_000089_000005	Realising that they can only last a few days, we have decided to come to the aid of the strongest force opposed to them--Kerensky--and help to restore order."	Realising that they can only last a few days, we have decided to come to the aid of the strongest force opposed to them-Kerensky-and help to restore order."	true	1919.12	1927.48	21.699638
6981_70843_000090_000000	"That is all very well," I said.	"That is all very well," I said.	true	1928.21	1929.86	21.369566
6981_70843_000090_000001	"But why do you combine with the Cadets?"	"But why do you combine with the Cadets?"	true	1929.86	1931.68	21.388865
6981_70843_000091_000000	The pseudo-workman smiled frankly.	The pseudo workman smiled frankly.	true	1932.29	1934.41	23
6981_70843_000091_000001	"To tell you the truth, at this moment the masses of the people are following the Bolsheviki.	"To tell you the truth, at this moment the masses of the people are following the Bolsheviki.	false	1934.75	1939	19
6981_70843_000091_000002	We have no following--now.	We have no following-now.	true	1939.13	1940.62	21.113195
6981_70843_000091_000003	We can't mobilise a handful of soldiers. There are no arms available....	We can't mobilise a handful of soldiers. There are no arms available....	true	1940.84	1944.7	18.755236
6981_70843_000091_000004	The Bolsheviki are right to a certain extent; there are at this moment in Russia only two parties with any force--the Bolsheviki and the reactionaries, who are all hiding under the coat-tails of the Cadets.	The Bolsheviki are right to a certain extent; there are at this moment in Russia only two parties with any force-the Bolsheviki and the reactionaries, who are all hiding under the coat tails of the Cadets.	false	1944.89	1955.44	20.380095
6981_70843_000091_000005	The Cadets think they are using us; but it is really we who are using the Cadets.	The Cadets think they are using us; but it is really we who are using the Cadets.	true	1955.6	1959.46	20
6981_70843_000091_000006	When we smash the Bolsheviki we shall turn against the Cadets...."	When we smash the Bolsheviki we shall turn against the Cadets...."	true	1959.47	1962.57	17
6981_70843_000092_000000	"Will the Bolsheviki be admitted into the new Government?"	"Will the Bolsheviki be admitted into the new Government?"	false	1962.57	1966.33	21.267849
6981_70843_000093_000000	He scratched his head.	He scratched his head.	true	1967.18	1968.31	23.22824
6981_70843_000093_000001	"That's a problem," he admitted.	"That's a problem," he admitted.	true	1968.53	1970.62	21.698015
6981_70843_000093_000002	"Of course if they are not admitted, they'll probably do this all over again. At any rate, they will have a chance to hold the balance of power in the Constituent--that is, if there _is_ a Constituent."	"Of course if they are not admitted, they'll probably do this all over again. At any rate, they will have a chance to hold the balance of power in the Constituent-that is, if there underscore is underscore a Constituent."	false	1970.62	1981.03	22.252602
6981_70843_000094_000000	"And then, too," said the officer, "that brings up the question of admitting the Cadets into the new Government--and for the same reasons.	"And then, too," said the officer, "that brings up the question of admitting the Cadets into the new Government-and for the same reasons.	true	1981.43	1988.59	21.412275
6981_70843_000094_000001	You know the Cadets do not really want the Constituent Assembly--not if the Bolsheviki can be destroyed now." He shook his head.	You know the Cadets do not really want the Constituent Assembly-not if the Bolsheviki can be destroyed now." He shook his head.	true	1988.75	1995.91	21.03836
6981_70843_000094_000002	"It is not easy for us Russians, politics.	"It is not easy for us Russians, politics.	true	1996.01	1998.64	19.622051
6981_70843_000094_000003	You Americans are born politicians; you have had politics all your lives.	You Americans are born politicians; you have had politics all your lives.	true	1998.83	2003.26	23.512447
6981_70843_000094_000004	But for us--well, it has only been a year, you know!"	But for us-well, it has only been a year, you know!"	true	2003.36	2006.44	18.64823
6981_70843_000095_000000	"What do you think of Kerensky?" I asked.	"What do you think of Kerensky?" I asked.	true	2007.35	2009.44	24.112238
6981_70843_000096_000000	"Oh, Kerensky is guilty of the sins of the Provisional Government," answered the other man.	"Oh, Kerensky is guilty of the sins of the Provisional Government," answered the other man.	true	2010.14	2014.39	21.387665
6981_70843_000096_000001	"Kerensky himself forced us to accept coalition with the bourgeoisie.	"Kerensky himself forced us to accept coalition with the bourgeoisie.	true	2014.76	2018.2	19
6981_70843_000096_000002	If he had resigned, as he threatened, it would have meant a new Cabinet crisis only sixteen weeks before the Constituent Assembly, and that we wanted to avoid."	If he had resigned, as he threatened, it would have meant a new Cabinet crisis only sixteen weeks before the Constituent Assembly, and that we wanted to avoid."	true	2018.27	2026.93	19.79722
6981_70843_000097_000000	"But didn't it amount to that anyway?"	"But didn't it amount to that anyway?"	true	2027.69	2029.69	23.556763
6981_70843_000098_000000	"Yes, but how were we to know?	"Yes, but how were we to know?	true	2029.94	2031.77	20
6981_70843_000098_000001	They tricked us--the Kerenskys and Avksentievs.	They tricked us-the Kerenskys and Avksentievs.	false	2031.77	2034.8	24.01236
6981_70843_000098_000002	Gotz is a little more radical.	Gotz is a little more radical.	true	2034.8	2036.41	13
6981_70843_000098_000003	I stand with Tchernov, who is a real revolutionist....	I stand with t chernov, who is a real revolutionist....	false	2036.41	2038.96	20.681347
6981_70843_000098_000004	Why, only to-day Lenin sent word that he would not object to Tchernov entering the Government.	Why, only to day Lenin sent word that he would not object to t chernov entering the Government.	false	2038.96	2043.31	18
6981_70843_000099_000000	"We wanted to get rid of the Kerensky Government too, but we thought it better to wait for the Constituent....	"We wanted to get rid of the Kerensky Government too, but we thought it better to wait for the Constituent....	true	2043.56	2048.35	19.859224
6981_70843_000099_000001	At the beginning of this affair I was with the Bolsheviki, but the Central Committee of my party voted unanimously against it--and what could I do?	At the beginning of this affair I was with the Bolsheviki, but the Central Committee of my party voted unanimously against it-and what could I do?	true	2048.66	2056.07	19
6981_70843_000099_000002	It was a matter of party discipline....	It was a matter of party discipline....	true	2056.07	2057.8	16
6981_70843_000100_000000	"In a week the Bolshevik Government will go to pieces; if the Socialist Revolutionaries could only stand aside and wait, the Government would fall into their hands.	"In a week the Bolshevik Government will go to pieces; if the Socialist Revolutionaries could only stand aside and wait, the Government would fall into their hands.	true	2057.9	2065.54	21.49679
6981_70843_000100_000001	But if we wait a week the country will be so disorganised that the German imperialists will be victorious.	But if we wait a week the country will be so disorganised that the German imperialists will be victorious.	true	2065.97	2070.7	15
6981_70843_000100_000002	That is why we began our revolt with only two regiments of soldiers promising to support us--and they turned against us.... That left only the _yunkers_...."	That is why we began our revolt with only two regiments of soldiers promising to support us-and they turned against us.... That left only the underscore yunkers underscore...."	false	2070.98	2079.3	20.714657
6981_70843_000101_000000	"How about the Cossacks?"	"How about the Cossacks?"	true	2079.3	2080.48	22.728285
6981_70843_000102_000000	The officer sighed.	The officer sighed.	true	2080.97	2082.1	21.23703
6981_70843_000102_000001	"They did not move.	"They did not move.	true	2082.32	2083.99	23.2955
6981_70843_000102_000002	At first they said they would come out if they had infantry support.	At first they said they would come out if they had infantry support.	true	2084.18	2087.5	19.111452
6981_70843_000102_000003	They said moreover that they had their men with Kerensky, and that they were doing their part....	They said moreover that they had their men with Kerensky, and that they were doing their part....	true	2087.75	2092.27	22.659653
6981_70843_000102_000004	Then, too, they said that the Cossacks were always accused of being the hereditary enemies of democracy....	Then, too, they said that the Cossacks were always accused of being the hereditary enemies of democracy....	false	2092.46	2097.34	15
6981_70843_000102_000005	And finally, 'The Bolsheviki promise that they will not take away our land.	And finally, 'The Bolsheviki promise that they will not take away our land.	false	2097.59	2101.45	21.4568
6981_70843_000102_000006	There is no danger to us.	There is no danger to us.	true	2101.79	2103.19	20.4437
6981_70843_000102_000007	We remain neutral.'"	We remain neutral.'"	true	2103.41	2104.72	25.436007
6981_70843_000103_000000	During this talk people were constantly entering and leaving--most of them officers, their shoulder-straps torn off.	During this talk people were constantly entering and leaving-most of them officers, their shoulder straps torn off.	true	2105	2111.32	21.26716
6981_70843_000103_000001	We could see them in the hall, and hear their low, vehement voices.	We could see them in the hall, and hear their low, vehement voices.	true	2111.81	2114.89	17
6981_70843_000103_000002	Occasionally, through the half-drawn portieres, we caught a glimpse of a door opening into a bath-room, where a heavily-built officer in a colonel's uniform sat on the toilet, writing something on a pad held in his lap.	Occasionally, through the half drawn portieres, we caught a glimpse of a door opening into a bath room, where a heavily built officer in a colonel's uniform sat on the toilet, writing something on a pad held in his lap.	false	2114.9	2126.17	20.971231
6981_70843_000103_000003	I recognised Colonel Polkovnikov, former commandant of Petrograd, for whose arrest the Military Revolutionary Committee would have paid a fortune.	I recognised Colonel Polkovnikov, former commandant of Petrograd, for whose arrest the Military Revolutionary Committee would have paid a fortune.	true	2126.36	2133.97	22
6981_70843_000104_000000	"Our programme?" said the officer.	"Our programme?" said the officer.	true	2134.82	2136.73	22.560202
6981_70843_000104_000001	"This is it.	"This is it.	true	2136.83	2137.72	23.576195
6981_70843_000104_000002	Land to be turned over to the Land Committees.	Land to be turned over to the Land Committees.	true	2137.88	2140.24	20.843699
6981_70843_000104_000003	Workmen to have full representation in the control of industry.	Workmen to have full representation in the control of industry.	true	2140.28	2143.77	18
6981_70843_000104_000004	An energetic peace programme, but not an ultimatum to the world such as the Bolsheviki issued.	An energetic peace programme, but not an ultimatum to the world such as the Bolsheviki issued.	false	2143.77	2148.82	17
6981_70843_000104_000005	The Bolsheviki cannot keep their promises to the masses, even in the country itself.	The Bolsheviki cannot keep their promises to the masses, even in the country itself.	true	2148.95	2153.23	21
6981_70843_000104_000006	We won't let them....	We won't let them....	true	2153.27	2154.43	21.65996
6981_70843_000104_000007	They stole our land programme in order to get the support of the peasants.	They stole our land programme in order to get the support of the peasants.	true	2154.5	2157.88	18
6981_70843_000104_000008	That is dishonest.	That is dishonest.	true	2158.1	2159.35	23.298376
6981_70843_000104_000009	If they had waited for the Constituent Assembly--"	If they had waited for the Constituent Assembly-"	true	2159.42	2161.84	22
6981_70843_000105_000000	"It doesn't matter about the Constituent Assembly!" broke in the officer.	"It doesn't matter about the Constituent Assembly!" broke in the officer.	true	2162.18	2165.83	18
6981_70843_000105_000001	"If the Bolsheviki want to establish a Socialist state here, we cannot work with them in any event!	"If the Bolsheviki want to establish a Socialist state here, we cannot work with them in any event!	false	2165.87	2171.26	18
6981_70843_000105_000002	Kerensky made the great mistake.	Kerensky made the great mistake.	true	2171.75	2173.74	24.599085
6981_70843_000105_000003	He let the Bolsheviki know what he was going to do by announcing in the Council of the Republic that he had ordered their arrest....	He let the Bolsheviki know what he was going to do by announcing in the Council of the Republic that he had ordered their arrest....	false	2173.74	2179.51	17
6981_70843_000106_000000	"But what," I said, "do you intend to do now?"	"But what," I said, "do you intend to do now?"	false	2180.45	2183.97	18.56698
6981_70843_000107_000000	The two men looked at one another.	The two men looked at one another.	true	2183.97	2185.63	23.399488
6981_70843_000107_000001	"You will see in a few days.	"You will see in a few days.	true	2185.91	2187.61	21.19152
6981_70843_000107_000002	If there are enough troops from the front on our side, we shall not compromise with the Bolsheviki.	If there are enough troops from the front on our side, we shall not compromise with the Bolsheviki.	false	2187.68	2192.32	22.062868
6981_70843_000107_000003	If not, perhaps we shall be forced to...."	If not, perhaps we shall be forced to...."	true	2192.48	2194.93	21.32255
6981_70843_000108_000000	Out again on the Nevsky we swung on the step of a streetcar bulging with people, its platforms bent down from the weight and scraping along the ground, which crawled with agonising slowness the long miles to Smolny.	Out again on the Nevsky we swung on the step of a streetcar bulging with people, its platforms bent down from the weight and scraping along the ground, which crawled with agonising slowness the long miles to Smolny.	false	2195.81	2207.56	21
6981_70843_000109_000000	Meshkovsky, a neat, frail little man, was coming down the hall, looking worried.	Meshkovsky, a neat, frail little man, was coming down the hall, looking worried.	true	2208.47	2213.11	24.8706
6981_70843_000109_000001	The strikes in the Ministries, he told us, were having their effect.	The strikes in the Ministries, he told us, were having their effect.	false	2213.6	2216.92	22.690102
6981_70843_000109_000002	For instance, the Council of People's Commissars had promised to publish the Secret Treaties; but Neratov, the functionary in charge, had disappeared, taking the documents with him.	For instance, the Council of People's Commissars had promised to publish the Secret Treaties; but Neratov, the functionary in charge, had disappeared, taking the documents with him.	true	2217.26	2226.73	23.224625
6981_70843_000109_000003	They were supposed to be hidden in the British Embassy....	They were supposed to be hidden in the British Embassy....	false	2227.28	2229.55	17
6981_70843_000110_000000	Worst of all, however, was the strike in the banks.	Worst of all, however, was the strike in the banks.	true	2229.77	2232.61	20.921476
6981_70843_000110_000001	"Without money," said Menzhinsky, "we are helpless.	"Without money," said Menzhinsky, "we are helpless.	true	2233.07	2235.88	23.449722
6981_70843_000110_000002	The wages of the railroad men, of the postal and telegraph employees, must be paid....	The wages of the railroad men, of the postal and telegraph employees, must be paid....	true	2236.25	2240.74	18
6981_70843_000110_000003	The banks are closed; and the key to the situation, the State Bank, is also shut. All the bank-clerks in Russia have been bribed to stop work....	The banks are closed; and the key to the situation, the State Bank, is also shut. All the bank clerks in Russia have been bribed to stop work....	false	2240.93	2247.85	22.138702
6981_70843_000111_000000	"But Lenin has issued an order to dynamite the State Bank vaults, and there is a Decree just out, ordering the private banks to open to-morrow, or we will open them ourselves!"	"But Lenin has issued an order to dynamite the State Bank vaults, and there is a Decree just out, ordering the private banks to open to morrow, or we will open them ourselves!"	true	2247.89	2256.85	21.759361
6981_70843_000112_000000	The Petrograd Soviet was in full swing, thronged with armed men, Trotzky reporting:	The Petrograd Soviet was in full swing, thronged with armed men, Trotzky reporting:	true	2257.7	2263.42	19.911596
6981_70843_000113_000000	"The Cossacks are falling back from Krasnoye Selo." (Sharp, exultant cheering.) "But the battle is only beginning.	"The Cossacks are falling back from Krasnoye Selo." (Sharp, exultant cheering.) "But the battle is only beginning.	false	2263.61	2270.34	21.264376
6981_70843_000113_000001	At Pulkovo heavy fighting is going on.	At Pulkovo heavy fighting is going on.	false	2270.34	2273.41	21.328588
6981_70843_000113_000002	All available forces must be hurried there....	All available forces must be hurried there....	true	2273.41	2275.63	21.169342
6981_70843_000114_000000	"From Moscow, bad news.	"From Moscow, bad news.	true	2276.03	2277.64	23.51644
6981_70843_000114_000001	The Kremlin is in the hands of the _yunkers,_ and the workers have only a few arms.	The Kremlin is in the hands of the underscore yunkers,underscore and the workers have only a few arms.	false	2277.83	2282.17	18.940443
6981_70843_000114_000002	The result depends upon Petrograd.	The result depends upon Petrograd.	true	2282.24	2284.48	21.542555
6981_70843_000115_000000	"At the front, the decrees on Peace and Land are provoking great enthusiasm.	"At the front, the decrees on Peace and Land are provoking great enthusiasm.	true	2284.64	2288.83	19.874615
6981_70843_000115_000001	Kerensky is flooding the trenches with tales of Petrograd burning and bloody, of women and children massacred by the Bolsheviki.	Kerensky is flooding the trenches with tales of Petrograd burning and bloody, of women and children massacred by the Bolsheviki.	true	2288.87	2295.66	21.47342
6981_70843_000115_000002	But no one believes him....	But no one believes him....	true	2295.66	2296.9	18.95346
6981_70843_000116_000000	"The cruisers _Oleg, Avrora_ and _Respublica_ are anchored in the Neva, their guns trained on the approaches to the city...."	"The cruisers underscore Oleg, Avrora underscore and underscore Respublica underscore are anchored in the Neva, their guns trained on the approaches to the city...."	false	2297.03	2304.52	21.65464
6981_70843_000117_000000	"Why aren't you out there with the Red Guards?" shouted a rough voice.	"Why aren't you out there with the Red Guards?" shouted a rough voice.	false	2304.98	2308.51	23.059576
6981_70843_000118_000000	"I'm going now!" answered Trotzky, and left the platform.	"I'm going now!" answered Trotzky, and left the platform.	true	2309.18	2312.53	21.965973
6981_70843_000118_000001	His face a little paler than usual, he passed down the side of the room, surrounded by eager friends, and hurried out to the waiting automobile.	His face a little paler than usual, he passed down the side of the room, surrounded by eager friends, and hurried out to the waiting automobile.	true	2312.53	2319.73	18.634218
6981_70843_000119_000000	Kameniev now spoke, describing the proceedings of the reconciliation conference.	Kameniev now spoke, describing the proceedings of the reconciliation conference.	true	2320.55	2325.31	22.03397
6981_70843_000119_000001	The armistice conditions proposed by the Mensheviki, he said, had been contemptuously rejected.	The armistice conditions proposed by the Mensheviki, he said, had been contemptuously rejected.	true	2325.74	2331.16	23.126225
6981_70843_000119_000002	Even the branches of the Railwaymen's Union had voted against such a proposition....	Even the branches of the Railwaymen's Union had voted against such a proposition....	false	2331.5	2335.45	15
6981_70843_000120_000000	"Now that we've won the power and are sweeping all Russia," he declared, "all they ask of us are three little things: 1.	"Now that we've won the power and are sweeping all Russia," he declared, "all they ask of us are three little things: one.	true	2336	2343.4	22.710436
6981_70843_000120_000001	To surrender the power.	To surrender the power.	true	2343.41	2344.68	22.43678
6981_70843_000120_000002	2.	two.	false	2344.68	2345.58	27.44985
6981_70843_000120_000003	To make the soldiers continue the war.	To make the soldiers continue the war.	true	2345.58	2347.45	21
6981_70843_000120_000004	3.	three.	true	2347.58	2348.35	27.108637
6981_70843_000120_000005	To make the peasants forget about the land...."	To make the peasants forget about the land...."	true	2348.45	2350.54	22.355082
6981_70843_000121_000000	Lenin appeared for a moment, to answer the accusations of the Socialist Revolutionaries:	Lenin appeared for a moment, to answer the accusations of the Socialist Revolutionaries:	true	2351.18	2355.46	18
6981_70843_000122_000000	"They charge us with stealing their land programme....	"They charge us with stealing their land programme....	true	2356.76	2359.07	17
6981_70843_000122_000001	If that is so, we bow to them.	If that is so, we bow to them.	true	2359.07	2360.68	14
6981_70843_000122_000002	It is good enough for us...."	It is good enough for us...."	true	2360.68	2362.09	23.140461
6981_70843_000123_000000	So the meeting roared on, leader after leader explaining, exhorting, arguing, soldier after soldier, workman after workman, standing up to speak his mind and his heart....	So the meeting roared on, leader after leader explaining, exhorting, arguing, soldier after soldier, workman after workman, standing up to speak his mind and his heart....	true	2362.58	2373.31	21.743643
6981_70843_000123_000001	The audience flowed, changing and renewed continually.	The audience flowed, changing and renewed continually.	true	2373.71	2377.03	21
6981_70843_000123_000002	From time to time men came in, yelling for the members of such and such a detachment, to go to the front; others, relieved, wounded, or coming to Smolny for arms and equipment, poured in....	From time to time men came in, yelling for the members of such and such a detachment, to go to the front; others, relieved, wounded, or coming to Smolny for arms and equipment, poured in....	true	2377.34	2388.01	20.631638
6981_70843_000124_000000	It was almost three o'clock in the morning when, as we left the hall, Holtzman, of the Military Revolutionary Committee, came running down the hall with a transfigured face.	It was almost three o'clock in the morning when, as we left the hall, Holtzman, of the Military Revolutionary Committee, came running down the hall with a transfigured face.	false	2388.53	2397.1	16
6981_70843_000125_000000	"It's all right!" he shouted, grabbing my hands.	"It's all right!" he shouted, grabbing my hands.	true	2397.77	2400.22	23.769377
6981_70843_000125_000001	"Telegram from the front.	"Telegram from the front.	true	2400.23	2401.57	20.71583
6981_70843_000125_000002	Kerensky is smashed!	Kerensky is smashed!	true	2401.67	2403.11	28.388903
6981_70843_000125_000003	Look at this!"	Look at this!"	true	2403.11	2404	26.3404
6981_70843_000126_000000	He held out a sheet of paper, scribbled hurriedly in pencil, and then, seeing we couldn't read it, he declaimed aloud:	He held out a sheet of paper, scribbled hurriedly in pencil, and then, seeing we couldn't read it, he declaimed aloud:	false	2404.49	2411.14	21.603275
6981_70843_000127_000000	Pulkovo.	Pulkovo.	true	2411.6	2412.41	23.343756
6981_70843_000127_000001	Staff. 2.10 A.M.	Staff. two ten a m	false	2412.41	2414.97	21.148499
6981_70843_000128_000000	The night of October 30th to 31st will go down in history.	The night of october thirtieth to thirty first will go down in history.	true	2414.97	2418.49	19
6981_70843_000128_000001	The attempt of Kerensky to move counter-revolutionary troops against the capital of the Revolution has been decisively repulsed.	The attempt of Kerensky to move counter revolutionary troops against the capital of the Revolution has been decisively repulsed.	true	2418.68	2425.9	20.727238
6981_70843_000128_000002	Kerensky is retreating, we are advancing.	Kerensky is retreating, we are advancing.	true	2426.06	2429.41	20.511574
6981_70843_000128_000003	The soldiers, sailors and workers of Petrograd have shown that they can and will with arms in their hands enforce the will and authority of the democracy.	The soldiers, sailors and workers of Petrograd have shown that they can and will with arms in their hands enforce the will and authority of the democracy.	true	2429.66	2438.89	19
6981_70843_000128_000004	The bourgeoisie tried to isolate the revolutionary army.	The bourgeoisie tried to isolate the revolutionary army.	true	2439.35	2442.58	20
6981_70843_000128_000005	Kerensky attempted to break it by the force of the Cossacks.	Kerensky attempted to break it by the force of the Cossacks.	true	2442.74	2445.88	22.511179
6981_70843_000128_000006	Both plans met a pitiful defeat.	Both plans met a pitiful defeat.	true	2446.01	2448.43	21.70946
6981_70843_000129_000000	The grand idea of the domination of the worker and peasant democracy closed the ranks of the army and hardened its will.	The grand idea of the domination of the worker and peasant democracy closed the ranks of the army and hardened its will.	false	2448.5	2454.91	16
6981_70843_000129_000001	All the country from now on will be convinced that the Power of the Soviets is no ephemeral thing, but an invincible fact....	All the country from now on will be convinced that the Power of the Soviets is no ephemeral thing, but an invincible fact....	true	2455.19	2461.78	19.955318
6981_70843_000129_000002	The repulse of Kerensky is the repulse of the land-owners, the bourgeoisie and the Kornilovists in general.	The repulse of Kerensky is the repulse of the land owners, the bourgeoisie and the Kornilovists in general.	true	2461.97	2467.66	18
6981_70843_000129_000003	The repulse of Kerensky is the confirmation of the right of the people to a peaceful free life, to land, bread and power.	The repulse of Kerensky is the confirmation of the right of the people to a peaceful free life, to land, bread and power.	false	2467.66	2474.5	22.290365
6981_70843_000129_000004	The Pulkovo detachment by its valorous blow has strengthened the cause of the Workers' and Peasants's Revolution.	The Pulkovo detachment by its valorous blow has strengthened the cause of the Workers' and Peasants's Revolution.	true	2474.63	2480.92	20
6981_70843_000129_000005	There is no return to the past.	There is no return to the past.	true	2481.2	2483.2	22.134369
6981_70843_000129_000006	Before us are struggles, obstacles and sacrifices.	Before us are struggles, obstacles and sacrifices.	true	2483.36	2486.92	23.387741
6981_70843_000129_000007	But the road is clear and victory is certain.	But the road is clear and victory is certain.	true	2487.08	2489.57	19.680073
6981_70843_000130_000000	Revolutionary Russia and the Soviet Power can be proud of their Pulkovo detachment, acting under the command of Colonel Walden. Eternal memory to those who fell!	Revolutionary Russia and the Soviet Power can be proud of their Pulkovo detachment, acting under the command of Colonel Walden. Eternal memory to those who fell!	false	2489.57	2498.41	17
6981_70843_000130_000001	Glory to the warriors of the Revolution, the soldiers and the officers who were faithful to the People!	Glory to the warriors of the Revolution, the soldiers and the officers who were faithful to the People!	false	2498.41	2564.64	20.501738
