2204_131732_000000_000000	THE title of this chapter might imply that there is an unsocial side to Edison.	THE title of this chapter might imply that there is an unsocial side to Edison.	true	33.24	38.14	17
2204_131732_000026_000003	So I and the vice-president of the company, Mr. Mallory, crowded through the manhole to see why the ore would not come down.	So I and the vice president of the company, mr Mallory, crowded through the manhole to see why the ore would not come down.	true	1991.99	1998.64	22
2204_131732_000026_000004	After we got in, the ore did come down and there were fourteen tons of it above us.	After we got in, the ore did come down and there were fourteen tons of it above us.	true	1998.83	2003.41	20
2204_131732_000026_000005	The men outside knew we were in there, and they had a great time digging us out and getting air to us."	The men outside knew we were in there, and they had a great time digging us out and getting air to us."	true	2003.78	2008.99	16
2204_131732_000027_000000	Such incidents brought out in narration the fact that many of the men working with him had been less fortunate, particularly those who had experimented with the Roentgen X-ray, whose ravages, like those of leprosy, were responsible for the mutilation and death of at least one expert assistant.	Such incidents brought out in narration the fact that many of the men working with him had been less fortunate, particularly those who had experimented with the Roentgen X ray, whose ravages, like those of leprosy, were responsible for the mutilation and death of at least one expert assistant.	true	2009.6	2027.26	22.699001
2204_131732_000027_000001	In the early days of work on the incandescent lamp, also, there was considerable trouble with mercury.	In the early days of work on the incandescent lamp, also, there was considerable trouble with mercury.	true	2027.84	2034.13	21.377853
2204_131732_000027_000002	"I had a series of vacuum-pumps worked by mercury and used for exhausting experimental incandescent lamps.	"I had a series of vacuum pumps worked by mercury and used for exhausting experimental incandescent lamps.	true	2034.68	2040.82	19
2204_131732_000027_000003	The main pipe, which was full of mercury, was about seven and one-half feet from the floor.	The main pipe, which was full of mercury, was about seven and one half feet from the floor.	true	2041.25	2046.34	21.277016
2204_131732_000027_000004	Along the length of the pipe were outlets to which thick rubber tubing was connected, each tube to a pump.	Along the length of the pipe were outlets to which thick rubber tubing was connected, each tube to a pump.	true	2046.95	2052.7	29.964985
2204_131732_000027_000005	One day, while experimenting with the mercury pump, my assistant, an awkward country lad from a farm on Staten Island, who had adenoids in his nose and breathed through his mouth, which was always wide open, was looking up at this pipe, at a small leak of mercury, when the rubber tube came off and probably two pounds of mercury went into his mouth and down his throat, and got through his system somehow.	One day, while experimenting with the mercury pump, my assistant, an awkward country lad from a farm on Staten Island, who had adenoids in his nose and breathed through his mouth, which was always wide open, was looking up at this pipe, at a small leak of mercury, when the rubber tube came off and probably two pounds of mercury went into his mouth and down his throat, and got through his system somehow.	true	2053.16	2075.02	22.98361
2204_131732_000027_000006	In a short time he became salivated, and his teeth got loose.	In a short time he became salivated, and his teeth got loose.	true	2075.81	2079.64	21
2204_131732_000027_000007	He went home, and shortly his mother appeared at the laboratory with a horsewhip, which she proposed to use on the proprietor.	He went home, and shortly his mother appeared at the laboratory with a horsewhip, which she proposed to use on the proprietor.	true	2080.04	2086.48	19
2204_131732_000027_000008	I was fortunately absent, and she was mollified somehow by my other assistants.	I was fortunately absent, and she was mollified somehow by my other assistants.	true	2086.85	2091.49	22.234539
2204_131732_000027_000009	I had given the boy considerable iodide of potassium to prevent salivation, but it did no good in this case.	I had given the boy considerable iodide of potassium to prevent salivation, but it did no good in this case.	false	2091.62	2098.15	21.58095
2204_131732_000028_000000	"When the first lamp-works were started at Menlo Park, one of my experiments seemed to show that hot mercury gave a better vacuum in the lamp than cold mercury.	"When the first lamp works were started at Menlo Park, one of my experiments seemed to show that hot mercury gave a better vacuum in the lamp than cold mercury.	true	2099.09	2107.48	23.964327
2204_131732_000028_000001	I thereupon started to heat it.	I thereupon started to heat it.	true	2107.76	2109.67	31.457563
2204_131732_000028_000002	Soon all the men got salivated, and things looked serious; but I found that in the mirror factories, where mercury was used extensively, the French Government made the giving of iodide of potassium compulsory to prevent salivation. I carried out this idea, and made every man take a dose every day, but there was great opposition, and hot mercury was finally abandoned."	Soon all the men got salivated, and things looked serious; but I found that in the mirror factories, where mercury was used extensively, the French Government made the giving of iodide of potassium compulsory to prevent salivation. I carried out this idea, and made every man take a dose every day, but there was great opposition, and hot mercury was finally abandoned."	false	2109.92	2131.27	21.978302
2204_131732_000029_000000	It will have been gathered that Edison has owed his special immunity from "occupational diseases" not only to luck but to unusual powers of endurance, and a strong physique, inherited, no doubt, from his father. Mr. Mallory mentions a little fact that bears on this exceptional quality of bodily powers.	It will have been gathered that Edison has owed his special immunity from "occupational diseases" not only to luck but to unusual powers of endurance, and a strong physique, inherited, no doubt, from his father. mr Mallory mentions a little fact that bears on this exceptional quality of bodily powers.	true	2132.27	2150.83	19.624504
2204_131732_000029_000001	"I have often been surprised at Edison's wonderful capacity for the instant visual perception of differences in materials that were invisible to others until he would patiently point them out.	"I have often been surprised at Edison's wonderful capacity for the instant visual perception of differences in materials that were invisible to others until he would patiently point them out.	true	2151.23	2161.42	21.688318
2204_131732_000029_000002	This had puzzled me for years, but one day I was unexpectedly let into part of the secret.	This had puzzled me for years, but one day I was unexpectedly let into part of the secret.	true	2162.09	2167.21	21.715376
2204_131732_000029_000003	For some little time past Mr. Edison had noticed that he was bothered somewhat in reading print, and I asked him to have an oculist give him reading-glasses.	For some little time past mr Edison had noticed that he was bothered somewhat in reading print, and I asked him to have an oculist give him reading glasses.	true	2167.79	2176.9	22.976355
2204_131732_000029_000004	He partially promised, but never took time to attend to it.	He partially promised, but never took time to attend to it.	true	2177.33	2180.83	19.661972
2204_131732_000029_000005	One day he and I were in the city, and as Mrs. Edison had spoken to me about it, and as we happened to have an hour to spare, I persuaded him to go to an oculist with me.	One day he and I were in the city, and as mrs Edison had spoken to me about it, and as we happened to have an hour to spare, I persuaded him to go to an oculist with me.	false	2181.74	2191.87	19.508883
2204_131732_000029_000006	Using no names, I asked the latter to examine the gentleman's eyes.	Using no names, I asked the latter to examine the gentleman's eyes.	true	2192.6	2196.34	17.695164
2204_131732_000029_000007	He did so very conscientiously, and it was an interesting experience, for he was kept busy answering Mr. Edison's numerous questions.	He did so very conscientiously, and it was an interesting experience, for he was kept busy answering mr Edison's numerous questions.	true	2196.41	2203.99	21.31337
2204_131732_000029_000008	When the oculist finished, he turned to me and said: 'I have been many years in the business, but have never seen an optic nerve like that of this gentleman.	When the oculist finished, he turned to me and said: 'I have been many years in the business, but have never seen an optic nerve like that of this gentleman.	true	2204.42	2212.57	21.23591
2204_131732_000029_000009	An ordinary optic nerve is about the thickness of a thread, but his is like a cord.	An ordinary optic nerve is about the thickness of a thread, but his is like a cord.	true	2212.91	2217.52	24.537025
2204_131732_000029_000010	He must be a remarkable man in some walk of life.	He must be a remarkable man in some walk of life.	true	2217.65	2220.45	23.64677
2204_131732_000029_000011	Who is he?'"	Who is he?'"	false	2220.45	2222.16	17.92131
2204_131732_000030_000000	It has certainly required great bodily vigor and physical capacity to sustain such fatigue as Edison has all his life imposed upon himself, to the extent on one occasion of going five days without sleep.	It has certainly required great bodily vigor and physical capacity to sustain such fatigue as Edison has all his life imposed upon himself, to the extent on one occasion of going five days without sleep.	false	2222.16	2234.83	20.632288
2204_131732_000030_000001	In a conversation during 1909, he remarked, as though it were nothing out of the way, that up to seven years previously his average of daily working hours was nineteen and one-half, but that since then he figured it at eighteen.	In a conversation during nineteen o nine, he remarked, as though it were nothing out of the way, that up to seven years previously his average of daily working hours was nineteen and one half, but that since then he figured it at eighteen.	false	2235.29	2248.81	21.641556
2204_131732_000030_000002	He said he stood it easily, because he was interested in everything, and was reading and studying all the time.	He said he stood it easily, because he was interested in everything, and was reading and studying all the time.	false	2249.27	2255.68	21.41034
2204_131732_000030_000003	For instance, he had gone to bed the night before exactly at twelve and had arisen at 4.30 A. M. to read some New York law reports.	For instance, he had gone to bed the night before exactly at twelve and had arisen at four thirty a m to read some New York law reports.	true	2255.96	2264.47	23.028688
2204_131732_000030_000004	It was suggested that the secret of it might be that he did not live in the past, but was always looking forward to a greater future, to which he replied: "Yes, that's it.	It was suggested that the secret of it might be that he did not live in the past, but was always looking forward to a greater future, to which he replied: "Yes, that's it.	true	2265.02	2274.18	22.344027
2204_131732_000030_000005	I don't live with the past; I am living for to-day and to-morrow.	I don't live with the past; I am living for to day and to morrow.	true	2274.18	2277.97	21.87034
2204_131732_000030_000006	I am interested in every department of science, arts, and manufacture. I read all the time on astronomy, chemistry, biology, physics, music, metaphysics, mechanics, and other branches--political economy, electricity, and, in fact, all things that are making for progress in the world.	I am interested in every department of science, arts, and manufacture. I read all the time on astronomy, chemistry, biology, physics, music, metaphysics, mechanics, and other branches-political economy, electricity, and, in fact, all things that are making for progress in the world.	true	2278.31	2297.74	23.035595
2204_131732_000030_000007	I get all the proceedings of the scientific societies, the principal scientific and trade journals, and read them.	I get all the proceedings of the scientific societies, the principal scientific and trade journals, and read them.	true	2298.5	2304.88	21.191761
2204_131732_000030_000008	I also read The Clipper, The Police Gazette, The Billboard, The Dramatic Mirror, and a lot of similar publications, for I like to know what is going on.	I also read The Clipper, The Police Gazette, The Billboard, The Dramatic Mirror, and a lot of similar publications, for I like to know what is going on.	true	2304.95	2314.47	19.74333
2204_131732_000030_000009	In this way I keep up to date, and live in a great moving world of my own, and, what's more, I enjoy every minute of it." Referring to some event of the past, he said: "Spilt milk doesn't interest me.	In this way I keep up to date, and live in a great moving world of my own, and, what's more, I enjoy every minute of it." Referring to some event of the past, he said: "Spilt milk doesn't interest me.	false	2314.47	2326.36	23.53383
2204_131732_000030_000010	I have spilt lots of it, and while I have always felt it for a few days, it is quickly forgotten, and I turn again to the future." During another talk on kindred affairs it was suggested to Edison that, as he had worked so hard all his life, it was about time for him to think somewhat of the pleasures of travel and the social side of life.	I have spilt lots of it, and while I have always felt it for a few days, it is quickly forgotten, and I turn again to the future." During another talk on kindred affairs it was suggested to Edison that, as he had worked so hard all his life, it was about time for him to think somewhat of the pleasures of travel and the social side of life.	true	2326.37	2344.84	23.640953
2204_131732_000030_000011	To which he replied laughingly: "I already have a schedule worked out.	To which he replied laughingly: "I already have a schedule worked out.	true	2345.06	2349.19	20.228361
2204_131732_000030_000012	From now until I am seventy-five years of age, I expect to keep more or less busy with my regular work, not, however, working as many hours or as hard as I have in the past.	From now until I am seventy five years of age, I expect to keep more or less busy with my regular work, not, however, working as many hours or as hard as I have in the past.	true	2349.41	2358.99	21
2204_131732_000030_000013	At seventy five I expect to wear loud waistcoats with fancy buttons; also gaiter tops; at eighty I expect to learn how to play bridge whist and talk foolishly to the ladies.	At seventy five I expect to wear loud waistcoats with fancy buttons; also gaiter tops; at eighty I expect to learn how to play bridge whist and talk foolishly to the ladies.	false	2358.99	2370.34	24.386765
2204_131732_000030_000014	At eighty-five I expect to wear a full-dress suit every evening at dinner, and at ninety--well, I never plan more than thirty years ahead."	At eighty five I expect to wear a full dress suit every evening at dinner, and at ninety-well, I never plan more than thirty years ahead."	false	2370.74	2378.92	24.271797
2204_131732_000031_000000	The reference to clothes is interesting, as it is one of the few subjects in which Edison has no interest.	The reference to clothes is interesting, as it is one of the few subjects in which Edison has no interest.	true	2379.26	2385.14	16
2204_131732_000031_000001	It rather bores him.	It rather bores him.	true	2385.14	2386.42	22.21739
2204_131732_000031_000002	His dress is always of the plainest; in fact, so plain that, at the Bergmann shops in New York, the children attending a parochial Catholic school were wont to salute him with the finger to the head, every time he went by. Upon inquiring, he found that they took him for a priest, with his dark garb, smooth-shaven face, and serious expression.	His dress is always of the plainest; in fact, so plain that, at the Bergmann shops in New York, the children attending a parochial Catholic school were wont to salute him with the finger to the head, every time he went by. Upon inquiring, he found that they took him for a priest, with his dark garb, smooth shaven face, and serious expression.	false	2386.73	2406.49	22.081532
2204_131732_000031_000003	Edison says: "I get a suit that fits me; then I compel the tailors to use that as a jig or pattern or blue-print to make others by.	Edison says: "I get a suit that fits me; then I compel the tailors to use that as a jig or pattern or blue print to make others by.	true	2407.1	2415.85	23.46168
2204_131732_000031_000004	For many years a suit was used as a measurement; once or twice they took fresh measurements, but these didn't fit and they had to go back.	For many years a suit was used as a measurement; once or twice they took fresh measurements, but these didn't fit and they had to go back.	true	2416.55	2424.07	22.437931
2204_131732_000031_000005	I eat to keep my weight constant, hence I need never change measurements." In regard to this, Mr. Mallory furnishes a bit of chat as follows: "In a lawsuit in which I was a witness, I went out to lunch with the lawyers on both sides, and the lawyer who had been cross-examining me stated that he had for a client a Fifth Avenue tailor, who had told him that he had made all of Mr. Edison's clothes for the last twenty years, and that he had never seen him.	I eat to keep my weight constant, hence I need never change measurements." In regard to this, mr Mallory furnishes a bit of chat as follows: "In a lawsuit in which I was a witness, I went out to lunch with the lawyers on both sides, and the lawyer who had been cross examining me stated that he had for a client a Fifth Avenue tailor, who had told him that he had made all of mr Edison's clothes for the last twenty years, and that he had never seen him.	false	2424.68	2451.04	21.967789
2204_131732_000031_000006	He said that some twenty years ago a suit was sent to him from Orange, and measurements were made from it, and that every suit since had been made from these measurements.	He said that some twenty years ago a suit was sent to him from Orange, and measurements were made from it, and that every suit since had been made from these measurements.	true	2451.59	2460.52	22.377329
2204_131732_000031_000007	I may add, from my own personal observation, that in Mr. Edison's clothes there is no evidence but that every new suit that he has worn in that time looks as if he had been specially measured for it, which shows how very little he has changed physically in the last twenty years."	I may add, from my own personal observation, that in mr Edison's clothes there is no evidence but that every new suit that he has worn in that time looks as if he had been specially measured for it, which shows how very little he has changed physically in the last twenty years."	false	2460.89	2475.94	21.928932
2204_131732_000032_000000	Edison has never had any taste for amusements, although he will indulge in the game of "Parchesi" and has a billiard-table in his house.	Edison has never had any taste for amusements, although he will indulge in the game of "Parchesi" and has a billiard table in his house.	false	2477.42	2485.84	21
2204_131732_000032_000001	The coming of the automobile was a great boon to him, because it gave him a form of outdoor sport in which he could indulge in a spirit of observation, without the guilty feeling that he was wasting valuable time.	The coming of the automobile was a great boon to him, because it gave him a form of outdoor sport in which he could indulge in a spirit of observation, without the guilty feeling that he was wasting valuable time.	false	2486.78	2498.43	21.173603
2204_131732_000032_000002	In his automobile he has made long tours, and with his family has particularly indulged his taste for botany.	In his automobile he has made long tours, and with his family has particularly indulged his taste for botany.	false	2498.43	2507.09	22.529148
2204_131732_000032_000003	That he has had the usual experience in running machines will be evidenced by the following little story from Mr. Mallory: "About three years ago I had a motor-car of a make of which Mr. Edison had already two cars; and when the car was received I made inquiry as to whether any repair parts were carried by any of the various garages in Easton, Pennsylvania, near our cement works.	That he has had the usual experience in running machines will be evidenced by the following little story from mr Mallory: "About three years ago I had a motor car of a make of which mr Edison had already two cars; and when the car was received I made inquiry as to whether any repair parts were carried by any of the various garages in Easton, Pennsylvania, near our cement works.	true	2507.09	2528.38	22.18749
2204_131732_000032_000004	I learned that this particular car was the only one in Easton. Knowing that Mr. Edison had had an experience lasting two or three years with this particular make of car, I determined to ask him for information relative to repair parts; so the next time I was at the laboratory I told him I was unable to get any repair parts in Easton, and that I wished to order some of the most necessary, so that, in case of breakdowns, I would not be compelled to lose the use of the car for several days until the parts came from the automobile factory.	I learned that this particular car was the only one in Easton. Knowing that mr Edison had had an experience lasting two or three years with this particular make of car, I determined to ask him for information relative to repair parts; so the next time I was at the laboratory I told him I was unable to get any repair parts in Easton, and that I wished to order some of the most necessary, so that, in case of breakdowns, I would not be compelled to lose the use of the car for several days until the parts came from the automobile factory.	false	2529.14	2557.39	22.946522
2204_131732_000032_000005	I asked his advice as to what I should order, to which he replied: 'I don't think it will be necessary to order an extra top.'" Since that episode, which will probably be appreciated by most automobilists, Edison has taken up the electric automobile, and is now using it as well as developing it.	I asked his advice as to what I should order, to which he replied: 'I don't think it will be necessary to order an extra top.'" Since that episode, which will probably be appreciated by most automobilists, Edison has taken up the electric automobile, and is now using it as well as developing it.	true	2557.91	2576.8	22.799545
2204_131732_000032_000006	One of the cars equipped with his battery is the Bailey, and Mr. Bee tells the following story in regard to it: "One day Colonel Bailey, of Amesbury, Massachusetts, who was visiting the Automobile Show in New York, came out to the laboratory to see Mr. Edison, as the latter had expressed a desire to talk with him on his next visit to the metropolis.	One of the cars equipped with his battery is the Bailey, and mr Bee tells the following story in regard to it: "One day Colonel Bailey, of Amesbury, Massachusetts, who was visiting the Automobile Show in New York, came out to the laboratory to see mr Edison, as the latter had expressed a desire to talk with him on his next visit to the metropolis.	true	2577.8	2600.26	20.262259
2204_131732_000032_000007	When he arrived at the laboratory, Mr. Edison, who had been up all night experimenting, was asleep on the cot in the library.	When he arrived at the laboratory, mr Edison, who had been up all night experimenting, was asleep on the cot in the library.	false	2600.75	2608.42	22.836468
2204_131732_000032_000008	As a rule we never wake Mr. Edison from sleep, but as he wanted to see Colonel Bailey, who had to go, I felt that an exception should be made, so I went and tapped him on the shoulder.	As a rule we never wake mr Edison from sleep, but as he wanted to see Colonel Bailey, who had to go, I felt that an exception should be made, so I went and tapped him on the shoulder.	true	2609.06	2619.37	23.852638
2204_131732_000032_000009	He awoke at once, smiling, jumped up, was instantly himself as usual, and advanced and greeted the visitor.	He awoke at once, smiling, jumped up, was instantly himself as usual, and advanced and greeted the visitor.	true	2619.92	2626.51	23.547792
2204_131732_000032_000010	His very first question was: 'Well, Colonel, how did you come out on that experiment?'--referring to some suggestions he had made at their last meeting a year before.	His very first question was: 'Well, Colonel, how did you come out on that experiment?'--referring to some suggestions he had made at their last meeting a year before.	true	2626.91	2635.87	22.797188
2204_131732_000032_000011	For a minute Colonel Bailey did not recall what was referred to; but a few words from Mr. Edison brought it back to his remembrance, and he reported that the results had justified Mr. Edison's expectations."	For a minute Colonel Bailey did not recall what was referred to; but a few words from mr Edison brought it back to his remembrance, and he reported that the results had justified mr Edison's expectations."	false	2636.72	2647.81	24.539953
2204_131732_000033_000000	It might be expected that Edison would have extreme and even radical ideas on the subject of education--and he has, as well as a perfect readiness to express them, because he considers that time is wasted on things that are not essential: "What we need," he has said, "are men capable of doing work.	It might be expected that Edison would have extreme and even radical ideas on the subject of education-and he has, as well as a perfect readiness to express them, because he considers that time is wasted on things that are not essential: "What we need," he has said, "are men capable of doing work.	true	2648.33	2665.48	21.27381
2204_131732_000033_000001	I wouldn't give a penny for the ordinary college graduate, except those from the institutes of technology.	I wouldn't give a penny for the ordinary college graduate, except those from the institutes of technology.	true	2665.73	2671.42	26.691843
2204_131732_000033_000002	Those coming up from the ranks are a darned sight better than the others.	Those coming up from the ranks are a darned sight better than the others.	true	2671.7	2675.47	19
2204_131732_000033_000003	They aren't filled up with Latin, philosophy, and the rest of that ninny stuff." A further remark of his is: "What the country needs now is the practical skilled engineer, who is capable of doing everything.	They aren't filled up with Latin, philosophy, and the rest of that ninny stuff." A further remark of his is: "What the country needs now is the practical skilled engineer, who is capable of doing everything.	true	2675.78	2689.42	23.212152
2204_131732_000033_000004	In three or four centuries, when the country is settled, and commercialism is diminished, there will be time for the literary men.	In three or four centuries, when the country is settled, and commercialism is diminished, there will be time for the literary men.	false	2689.76	2696.23	20.489307
2204_131732_000033_000005	At present we want engineers, industrial men, good business-like managers, and railroad men." It is hardly to be marvelled at that such views should elicit warm protest, summed up in the comment: "Mr.	At present we want engineers, industrial men, good business like managers, and railroad men." It is hardly to be marvelled at that such views should elicit warm protest, summed up in the comment: "mr	true	2696.6	2709.9	20.763186
2204_131732_000033_000006	Edison and many like him see in reverse the course of human progress.	Edison and many like him see in reverse the course of human progress.	true	2709.9	2713.63	17
2204_131732_000033_000007	Invention does not smooth the way for the practical men and make them possible.	Invention does not smooth the way for the practical men and make them possible.	true	2714	2718.01	21.65832
2204_131732_000033_000008	There is always too much danger of neglecting thoughts for things, ideas for machinery.	There is always too much danger of neglecting thoughts for things, ideas for machinery.	true	2718.14	2723.14	23.86943
2204_131732_000033_000009	No theory of education that aggravates this danger is consistent with national well-being."	No theory of education that aggravates this danger is consistent with national well-being."	true	2723.69	2729.02	21
2204_131732_000034_000000	Edison is slow to discuss the great mysteries of life, but is of reverential attitude of mind, and ever tolerant of others' beliefs.	Edison is slow to discuss the great mysteries of life, but is of reverential attitude of mind, and ever tolerant of others' beliefs.	false	2729.54	2738.2	24.661072
2204_131732_000034_000001	He is not a religious man in the sense of turning to forms and creeds, but, as might be expected, is inclined as an inventor and creator to argue from the basis of "design" and thence to infer a designer.	He is not a religious man in the sense of turning to forms and creeds, but, as might be expected, is inclined as an inventor and creator to argue from the basis of "design" and thence to infer a designer.	true	2738.48	2749.66	17
2204_131732_000034_000002	"After years of watching the processes of nature," he says, "I can no more doubt the existence of an Intelligence that is running things than I do of the existence of myself.	"After years of watching the processes of nature," he says, "I can no more doubt the existence of an Intelligence that is running things than I do of the existence of myself.	true	2750.27	2759.98	20
2204_131732_000034_000003	Take, for example, the substance water that forms the crystals known as ice.	Take, for example, the substance water that forms the crystals known as ice.	true	2760.41	2764.57	18
2204_131732_000034_000004	Now, there are hundreds of combinations that form crystals, and every one of them, save ice, sinks in water.	Now, there are hundreds of combinations that form crystals, and every one of them, save ice, sinks in water.	true	2765.09	2771.2	18.851563
2204_131732_000034_000005	Ice, I say, doesn't, and it is rather lucky for us mortals, for if it had done so, we would all be dead.	Ice, I say, doesn't, and it is rather lucky for us mortals, for if it had done so, we would all be dead.	true	2771.63	2778.61	20.60467
2204_131732_000034_000006	Why?	Why?	true	2778.74	2779.51	20.452204
2204_131732_000034_000007	Simply because if ice sank to the bottoms of rivers, lakes, and oceans as fast as it froze, those places would be frozen up and there would be no water left.	Simply because if ice sank to the bottoms of rivers, lakes, and oceans as fast as it froze, those places would be frozen up and there would be no water left.	true	2779.7	2788.56	23
2204_131732_000034_000008	That is only one example out of thousands that to me prove beyond the possibility of a doubt that some vast Intelligence is governing this and other planets."	That is only one example out of thousands that to me prove beyond the possibility of a doubt that some vast Intelligence is governing this and other planets."	false	2788.56	2798.2	22
2204_131732_000035_000000	A few words as to the domestic and personal side of Edison's life, to which many incidental references have already been made in these pages. He was married in 1873 to Miss Mary Stillwell, who died in 1884, leaving three children--Thomas Alva, William Leslie, and Marion Estelle.	A few words as to the domestic and personal side of Edison's life, to which many incidental references have already been made in these pages. He was married in eighteen seventy three to Miss Mary Stillwell, who died in eighteen eighty four, leaving three children-Thomas Alva, William Leslie, and Marion Estelle.	false	2799.11	2819.23	20.838766
2204_131732_000036_000000	Mr. Edison was married again in 1886 to Miss Mina Miller, daughter of Mr. Lewis Miller, a distinguished pioneer inventor and manufacturer in the field of agricultural machinery, and equally entitled to fame as the father of the "Chautauqua idea," and the founder with Bishop Vincent of the original Chautauqua, which now has so many replicas all over the country, and which started in motion one of the great modern educational and moral forces in America.	mr Edison was married again in eighteen eighty six to Miss Mina Miller, daughter of mr Lewis Miller, a distinguished pioneer inventor and manufacturer in the field of agricultural machinery, and equally entitled to fame as the father of the "Chautauqua idea," and the founder with Bishop Vincent of the original Chautauqua, which now has so many replicas all over the country, and which started in motion one of the great modern educational and moral forces in America.	false	2820.11	2846.26	20
2204_131732_000036_000001	By this marriage there are three children--Charles, Madeline, and Theodore.	By this marriage there are three children-Charles, Madeline, and Theodore.	true	2846.51	2851.18	19.809341
2204_131732_000037_000000	For over a score of years, dating from his marriage to Miss Miller, Edison's happy and perfect domestic life has been spent at Glenmont, a beautiful property acquired at that time in Llewellyn Park, on the higher slopes of Orange Mountain, New Jersey, within easy walking distance of the laboratory at the foot of the hill in West Orange.	For over a score of years, dating from his marriage to Miss Miller, Edison's happy and perfect domestic life has been spent at Glenmont, a beautiful property acquired at that time in Llewellyn Park, on the higher slopes of Orange Mountain, New Jersey, within easy walking distance of the laboratory at the foot of the hill in West Orange.	true	2852.24	2871.58	21.9687
2204_131732_000037_000001	As noted already, the latter part of each winter is spent at Fort Myers, Florida, where Edison has, on the banks of the Calahoutchie River, a plantation home that is in many ways a miniature copy of the home and laboratory up North.	As noted already, the latter part of each winter is spent at Fort Myers, Florida, where Edison has, on the banks of the Calahoutchie River, a plantation home that is in many ways a miniature copy of the home and laboratory up North.	true	2872.01	2884.27	21
2204_131732_000037_000002	Glenmont is a rather elaborate and florid building in Queen Anne English style, of brick, stone, and wooden beams showing on the exterior, with an abundance of gables and balconies.	Glenmont is a rather elaborate and florid building in Queen Anne English style, of brick, stone, and wooden beams showing on the exterior, with an abundance of gables and balconies.	true	2884.97	2895.82	22.205238
2204_131732_000037_000003	It is set in an environment of woods and sweeps of lawn, flanked by unusually large conservatories, and always bright in summer with glowing flower beds.	It is set in an environment of woods and sweeps of lawn, flanked by unusually large conservatories, and always bright in summer with glowing flower beds.	false	2896.13	2905.89	22.368126
2204_131732_000037_000004	It would be difficult to imagine Edison in a stiffly formal house, and this big, cozy, three-story, rambling mansion has an easy freedom about it, without and within, quite in keeping with the genius of the inventor, but revealing at every turn traces of feminine taste and culture.	It would be difficult to imagine Edison in a stiffly formal house, and this big, cozy, three story, rambling mansion has an easy freedom about it, without and within, quite in keeping with the genius of the inventor, but revealing at every turn traces of feminine taste and culture.	true	2905.89	2922.7	21.586536
2204_131732_000037_000005	The ground floor, consisting chiefly of broad drawing-rooms, parlors, and dining-hall, is chiefly noteworthy for the "den," or lounging-room, at the end of the main axis, where the family and friends are likely to be found in the evening hours, unless the party has withdrawn for more intimate social intercourse to the interesting and fascinating private library on the floor above.	The ground floor, consisting chiefly of broad drawing rooms, parlors, and dining hall, is chiefly noteworthy for the "den," or lounging room, at the end of the main axis, where the family and friends are likely to be found in the evening hours, unless the party has withdrawn for more intimate social intercourse to the interesting and fascinating private library on the floor above.	true	2923.55	2944.57	19
2204_131732_000037_000006	The lounging-room on the ground floor is more or less of an Edison museum, for it is littered with souvenirs from great people, and with mementos of travel, all related to some event or episode.	The lounging room on the ground floor is more or less of an Edison museum, for it is littered with souvenirs from great people, and with mementos of travel, all related to some event or episode.	true	2945.21	2956.78	22.873009
2204_131732_000037_000007	A large cabinet contains awards, decorations, and medals presented to Edison, accumulating in the course of a long career, some of which may be seen in the illustration opposite.	A large cabinet contains awards, decorations, and medals presented to Edison, accumulating in the course of a long career, some of which may be seen in the illustration opposite.	true	2957.06	2967.52	20.712145
2204_131732_000037_000008	Near by may be noticed a bronze replica of the Edison gold medal which was founded in the American Institute of Electrical Engineers, the first award of which was made to Elihu Thomson during the present year (1910).	Near by may be noticed a bronze replica of the Edison gold medal which was founded in the American Institute of Electrical Engineers, the first award of which was made to Elihu Thomson during the present year (nineteen ten).	true	2968.16	2981.23	21.219896
2204_131732_000037_000009	There are statues of serpentine marble, gifts of the late Tsar of Russia, whose admiration is also represented by a gorgeous inlaid and enamelled cigar-case.	There are statues of serpentine marble, gifts of the late Tsar of Russia, whose admiration is also represented by a gorgeous inlaid and enamelled cigar case.	true	2982.29	2991.55	17
2204_131732_000038_000000	There are typical bronze vases from the Society of Engineers of Japan, and a striking desk-set of writing apparatus from Krupp, all the pieces being made out of tiny but massive guns and shells of Krupp steel.	There are typical bronze vases from the Society of Engineers of Japan, and a striking desk set of writing apparatus from Krupp, all the pieces being made out of tiny but massive guns and shells of Krupp steel.	false	2992.94	3004.9	18.713121
2204_131732_000038_000001	In addition to such bric-a-brac and bibelots of all kinds are many pictures and photographs, including the original sketches of the reception given to Edison in 1889 by the Paris Figaro, and a letter from Madame Carnot, placing the Presidential opera-box at the disposal of Mr. and Mrs. Edison.	In addition to such bric a brac and bibelots of all kinds are many pictures and photographs, including the original sketches of the reception given to Edison in eighteen eighty nine by the Paris Figaro, and a letter from Madame Carnot, placing the Presidential opera box at the disposal of mr and mrs Edison.	false	3005.39	3024.34	23.497261
2204_131732_000038_000002	One of the most conspicuous features of the room is a phonograph equipment on which the latest and best productions by the greatest singers and musicians can always be heard, but which Edison himself is everlastingly experimenting with, under the incurable delusion that this domestic retreat is but an extension of his laboratory.	One of the most conspicuous features of the room is a phonograph equipment on which the latest and best productions by the greatest singers and musicians can always be heard, but which Edison himself is everlastingly experimenting with, under the incurable delusion that this domestic retreat is but an extension of his laboratory.	true	3025.07	3043.51	21.118734
