1958_144503_000000_000000	'Oh, Agnes!	'Oh, Agnes!	false	0	1.02	12
1958_144503_000116_000000	'Yes.'	'Yes.'	true	2141.48	2142.25	16.511988
1958_144503_000117_000000	She sat immovable beside me; but, again I saw the stray tears on her face.	She sat immovable beside me; but, again I saw the stray tears on her face.	true	2142.92	2147.62	18
1958_144503_000118_000000	'He was there once before,' said my aunt presently.	'He was there once before,' said my aunt presently.	true	2148.68	2151.31	17
1958_144503_000118_000001	'He was ailing a long time--a shattered, broken man, these many years.	'He was ailing a long time-a shattered, broken man, these many years.	true	2151.65	2156.17	18.635986
1958_144503_000118_000002	When he knew his state in this last illness, he asked them to send for me.	When he knew his state in this last illness, he asked them to send for me.	true	2156.81	2161.51	20.561035
1958_144503_000118_000003	He was sorry then.	He was sorry then.	true	2161.76	2162.98	20.87955
1958_144503_000118_000004	Very sorry.'	Very sorry.'	true	2163.29	2164.39	17.059935
1958_144503_000119_000000	'You went, I know, aunt.'	'You went, I know, aunt.'	false	2165.24	2167.65	15.443699
1958_144503_000120_000000	'I went.	'I went.	true	2167.65	2168.5	21.56019
1958_144503_000120_000001	I was with him a good deal afterwards.'	I was with him a good deal afterwards.'	true	2168.93	2170.96	17
1958_144503_000121_000000	'He died the night before we went to Canterbury?' said I. My aunt nodded.	'He died the night before we went to Canterbury?' said i My aunt nodded.	true	2172.35	2176.9	21.050592
1958_144503_000121_000001	'No one can harm him now,' she said.	'No one can harm him now,' she said.	true	2177.36	2179.32	15.862505
1958_144503_000121_000002	'It was a vain threat.'	'It was a vain threat.'	true	2179.32	2181.7	14.599104
1958_144503_000122_000000	We drove away, out of town, to the churchyard at Hornsey. 'Better here than in the streets,' said my aunt.	We drove away, out of town, to the churchyard at Hornsey. 'Better here than in the streets,' said my aunt.	true	2181.98	2188.47	17.95347
1958_144503_000122_000001	'He was born here.'	'He was born here.'	true	2188.47	2189.65	15
1958_144503_000123_000000	We alighted; and followed the plain coffin to a corner I remember well, where the service was read consigning it to the dust.	We alighted; and followed the plain coffin to a corner I remember well, where the service was read consigning it to the dust.	true	2190.77	2197.96	18
1958_144503_000124_000000	'Six-and-thirty years ago, this day, my dear,' said my aunt, as we walked back to the chariot, 'I was married.	'Six and thirty years ago, this day, my dear,' said my aunt, as we walked back to the chariot, 'I was married.	true	2199.02	2206.33	19.831373
1958_144503_000124_000001	God forgive us all!' We took our seats in silence; and so she sat beside me for a long time, holding my hand.	God forgive us all!' We took our seats in silence; and so she sat beside me for a long time, holding my hand.	true	2206.91	2216.08	18.353962
1958_144503_000124_000002	At length she suddenly burst into tears, and said:	At length she suddenly burst into tears, and said:	true	2217.26	2220.07	16
1958_144503_000125_000000	'He was a fine-looking man when I married him, Trot--and he was sadly changed!'	'He was a fine looking man when I married him, Trot-and he was sadly changed!'	true	2220.74	2226.46	20.00744
1958_144503_000126_000000	It did not last long.	It did not last long.	true	2227.01	2228.59	19.575329
1958_144503_000126_000001	After the relief of tears, she soon became composed, and even cheerful.	After the relief of tears, she soon became composed, and even cheerful.	true	2228.84	2233.72	21.94285
1958_144503_000126_000002	Her nerves were a little shaken, she said, or she would not have given way to it.	Her nerves were a little shaken, she said, or she would not have given way to it.	true	2233.91	2238.14	15
1958_144503_000126_000003	God forgive us all!	God forgive us all!	true	2238.14	2239.54	19.502357
1958_144503_000127_000000	So we rode back to her little cottage at Highgate, where we found the following short note, which had arrived by that morning's post from Mr. Micawber:	So we rode back to her little cottage at Highgate, where we found the following short note, which had arrived by that morning's post from mr Micawber:	true	2240.75	2250.1	20.353699
1958_144503_000128_000000	'Canterbury,	'Canterbury,	true	2251.28	2252.23	18.925705
1958_144503_000129_000000	'Friday.	'Friday.	true	2252.3	2253.19	16.695345
1958_144503_000130_000000	'My dear Madam, and Copperfield,	'My dear Madam, and Copperfield,	true	2253.8	2255.77	17.56788
1958_144503_000131_000000	'The fair land of promise lately looming on the horizon is again enveloped in impenetrable mists, and for ever withdrawn from the eyes of a drifting wretch whose Doom is sealed!	'The fair land of promise lately looming on the horizon is again enveloped in impenetrable mists, and for ever withdrawn from the eyes of a drifting wretch whose Doom is sealed!	true	2256.44	2268.37	17.990297
1958_144503_000132_000000	'Another writ has been issued (in His Majesty's High Court of King's Bench at Westminster), in another cause of HEEP V. MICAWBER, and the defendant in that cause is the prey of the sheriff having legal jurisdiction in this bailiwick.	'Another writ has been issued (in His Majesty's High Court of King's Bench at Westminster), in another cause of HEEP v MICAWBER, and the defendant in that cause is the prey of the sheriff having legal jurisdiction in this bailiwick.	false	2269.46	2285.38	19.9495
1958_144503_000133_000000	'Now's the day, and now's the hour, See the front of battle lower, See approach proud EDWARD'S power-- Chains and slavery!	'Now's the day, and now's the hour, See the front of battle lower, See approach proud EDWARD'S power- Chains and slavery!	false	2286.62	2295.52	20
1958_144503_000134_000000	'Consigned to which, and to a speedy end (for mental torture is not supportable beyond a certain point, and that point I feel I have attained), my course is run.	'Consigned to which, and to a speedy end (for mental torture is not supportable beyond a certain point, and that point I feel I have attained), my course is run.	true	2296.58	2307.19	18
1958_144503_000134_000001	Bless you, bless you!	Bless you, bless you!	true	2307.74	2309.44	19.34051
1958_144503_000134_000002	Some future traveller, visiting, from motives of curiosity, not unmingled, let us hope, with sympathy, the place of confinement allotted to debtors in this city, may, and I trust will, Ponder, as he traces on its wall, inscribed with a rusty nail,	Some future traveller, visiting, from motives of curiosity, not unmingled, let us hope, with sympathy, the place of confinement allotted to debtors in this city, may, and I trust will, Ponder, as he traces on its wall, inscribed with a rusty nail,	true	2309.78	2328.19	19.039434
1958_144503_000135_000000	'The obscure initials,	'The obscure initials,	true	2328.56	2330.29	18
1958_144503_000136_000000	'W.	'W.	true	2330.72	2331.61	17.5374
1958_144503_000136_000001	M.	M.	true	2332.1	2332.84	16.546984
1958_144503_000137_000000	'P.S.	'p s	true	2334.74	2335.6	17.273932
1958_144503_000137_000001	I re-open this to say that our common friend, Mr. Thomas Traddles (who has not yet left us, and is looking extremely well), has paid the debt and costs, in the noble name of Miss Trotwood; and that myself and family are at the height of earthly bliss.'	I re-open this to say that our common friend, mr Thomas Traddles (who has not yet left us, and is looking extremely well), has paid the debt and costs, in the noble name of Miss Trotwood; and that myself and family are at the height of earthly bliss.'	false	2336.03	2366.55	18.709917
