1987_144135_000000_000000	CHAPTER VIII	CHAPTER eight	false	3.81	28.125	15.416259
1987_144135_000029_000000	In his little room, with its door of communication blocked with a wardrobe, his frame of mind remained as uncomfortable as the chair in which he was seated.	In his little room, with its door of communication blocked with a wardrobe, his frame of mind remained as uncomfortable as the chair in which he was seated.	true	2190.66	2198.86	19.63595
1987_144135_000029_000001	His heart ached with a dull, unpleasant sensation, with a sort of oppressive emptiness.	His heart ached with a dull, unpleasant sensation, with a sort of oppressive emptiness.	true	2198.96	2205.01	20.274391
1987_144135_000030_000000	"The devil take those who first invented balls!" was his reflection. "Who derives any real pleasure from them?	"The devil take those who first invented balls!" was his reflection. "Who derives any real pleasure from them?	true	2205.47	2212.51	20.156466
1987_144135_000030_000001	In this province there exist want and scarcity everywhere: yet folk go in for balls!	In this province there exist want and scarcity everywhere: yet folk go in for balls!	true	2212.7	2218.21	21.931873
1987_144135_000030_000002	How absurd, too, were those overdressed women!	How absurd, too, were those overdressed women!	true	2218.58	2221.33	20.967894
1987_144135_000030_000003	One of them must have had a thousand roubles on her back, and all acquired at the expense of the overtaxed peasant, or, worse still, at that of the conscience of her neighbour. Yes, we all know why bribes are accepted, and why men become crooked in soul.	One of them must have had a thousand roubles on her back, and all acquired at the expense of the overtaxed peasant, or, worse still, at that of the conscience of her neighbour. Yes, we all know why bribes are accepted, and why men become crooked in soul.	true	2221.58	2237.13	20.234468
1987_144135_000030_000004	It is all done to provide wives--yes, may the pit swallow them up!--with fal-lals.	It is all done to provide wives-yes, may the pit swallow them up!--with fal lals.	true	2237.13	2242.54	20.383907
1987_144135_000030_000005	And for what purpose?	And for what purpose?	true	2242.88	2244.25	22.035131
1987_144135_000030_000006	That some woman may not have to reproach her husband with the fact that, say, the Postmaster's wife is wearing a better dress than she is--a dress which has cost a thousand roubles!	That some woman may not have to reproach her husband with the fact that, say, the Postmaster's wife is wearing a better dress than she is-a dress which has cost a thousand roubles!	true	2244.44	2254.9	21.213715
1987_144135_000030_000007	'Balls and gaiety, balls and gaiety' is the constant cry.	'Balls and gaiety, balls and gaiety' is the constant cry.	true	2255.21	2258.65	20.939493
1987_144135_000030_000008	Yet what folly balls are!	Yet what folly balls are!	true	2258.81	2260.84	21.161985
1987_144135_000030_000009	They do not consort with the Russian spirit and genius, and the devil only knows why we have them.	They do not consort with the Russian spirit and genius, and the devil only knows why we have them.	true	2261.21	2266.87	19.163885
1987_144135_000030_000010	A grown, middle-aged man--a man dressed in black, and looking as stiff as a poker--suddenly takes the floor and begins shuffling his feet about, while another man, even though conversing with a companion on important business, will, the while, keep capering to right and left like a billy-goat!	A grown, middle aged man-a man dressed in black, and looking as stiff as a poker-suddenly takes the floor and begins shuffling his feet about, while another man, even though conversing with a companion on important business, will, the while, keep capering to right and left like a billy goat!	true	2267.21	2282.98	20.493956
1987_144135_000030_000011	Mimicry, sheer mimicry!	Mimicry, sheer mimicry!	true	2283.08	2285.2	22.730124
1987_144135_000030_000012	The fact that the Frenchman is at forty precisely what he was at fifteen leads us to imagine that we too, forsooth, ought to be the same.	The fact that the Frenchman is at forty precisely what he was at fifteen leads us to imagine that we too, forsooth, ought to be the same.	true	2285.39	2293.51	19.318983
1987_144135_000030_000013	No; a ball leaves one feeling that one has done a wrong thing--so much so that one does not care even to think of it.	No; a ball leaves one feeling that one has done a wrong thing-so much so that one does not care even to think of it.	true	2293.76	2301.85	21.54924
1987_144135_000030_000014	It also leaves one's head perfectly empty, even as does the exertion of talking to a man of the world.	It also leaves one's head perfectly empty, even as does the exertion of talking to a man of the world.	true	2302.37	2308.71	18.653025
1987_144135_000030_000015	A man of that kind chatters away, and touches lightly upon every conceivable subject, and talks in smooth, fluent phrases which he has culled from books without grazing their substance; whereas go and have a chat with a tradesman who knows at least ONE thing thoroughly, and through the medium of experience, and see whether his conversation will not be worth more than the prattle of a thousand chatterboxes.	A man of that kind chatters away, and touches lightly upon every conceivable subject, and talks in smooth, fluent phrases which he has culled from books without grazing their substance; whereas go and have a chat with a tradesman who knows at least ONE thing thoroughly, and through the medium of experience, and see whether his conversation will not be worth more than the prattle of a thousand chatterboxes.	false	2308.71	2331.4	20.52688
1987_144135_000030_000016	For what good does one get out of balls?	For what good does one get out of balls?	true	2331.56	2334.16	18.039265
1987_144135_000030_000017	Suppose that a competent writer were to describe such a scene exactly as it stands?	Suppose that a competent writer were to describe such a scene exactly as it stands?	false	2334.41	2338.93	19.042452
1987_144135_000030_000018	Why, even in a book it would seem senseless, even as it certainly is in life.	Why, even in a book it would seem senseless, even as it certainly is in life.	true	2339.09	2344.27	19.842321
1987_144135_000030_000019	Are, therefore, such functions right or wrong?	Are, therefore, such functions right or wrong?	true	2344.76	2347.51	20.64327
1987_144135_000030_000020	One would answer that the devil alone knows, and then spit and close the book."	One would answer that the devil alone knows, and then spit and close the book."	false	2347.73	2352.49	20.433151
1987_144135_000031_000000	Such were the unfavourable comments which Chichikov passed upon balls in general.	Such were the unfavourable comments which Chichikov passed upon balls in general.	true	2353.13	2358.16	20.077951
1987_144135_000031_000001	With it all, however, there went a second source of dissatisfaction.	With it all, however, there went a second source of dissatisfaction.	true	2358.38	2362.36	20.162058
1987_144135_000031_000002	That is to say, his principal grudge was not so much against balls as against the fact that at this particular one he had been exposed, he had been made to disclose the circumstance that he had been playing a strange, an ambiguous part.	That is to say, his principal grudge was not so much against balls as against the fact that at this particular one he had been exposed, he had been made to disclose the circumstance that he had been playing a strange, an ambiguous part.	false	2362.52	2377.45	20.95662
1987_144135_000031_000003	Of course, when he reviewed the contretemps in the light of pure reason, he could not but see that it mattered nothing, and that a few rude words were of no account now that the chief point had been attained; yet man is an odd creature, and Chichikov actually felt pained by the could-shouldering administered to him by persons for whom he had not an atom of respect, and whose vanity and love of display he had only that moment been censuring.	Of course, when he reviewed the contretemps in the light of pure reason, he could not but see that it mattered nothing, and that a few rude words were of no account now that the chief point had been attained; yet man is an odd creature, and Chichikov actually felt pained by the could shouldering administered to him by persons for whom he had not an atom of respect, and whose vanity and love of display he had only that moment been censuring.	false	2378	2403.64	19.944443
1987_144135_000031_000004	Still more, on viewing the matter clearly, he felt vexed to think that he himself had been so largely the cause of the catastrophe.	Still more, on viewing the matter clearly, he felt vexed to think that he himself had been so largely the cause of the catastrophe.	true	2403.98	2411.22	20.787374
1987_144135_000032_000000	Yet he was not angry with HIMSELF--of that you may be sure, seeing that all of us have a slight weakness for sparing our own faults, and always do our best to find some fellow-creature upon whom to vent our displeasure--whether that fellow-creature be a servant, a subordinate official, or a wife.	Yet he was not angry with HIMSELF-of that you may be sure, seeing that all of us have a slight weakness for sparing our own faults, and always do our best to find some fellow creature upon whom to vent our displeasure-whether that fellow creature be a servant, a subordinate official, or a wife.	true	2411.22	2428.03	19.401642
1987_144135_000032_000001	In the same way Chichikov sought a scapegoat upon whose shoulders he could lay the blame for all that had annoyed him.	In the same way Chichikov sought a scapegoat upon whose shoulders he could lay the blame for all that had annoyed him.	true	2428.19	2434.63	18.700453
1987_144135_000032_000002	He found one in Nozdrev, and you may be sure that the scapegoat in question received a good drubbing from every side, even as an experienced captain or chief of police will give a knavish starosta or postboy a rating not only in the terms become classical, but also in such terms as the said captain or chief of police may invent for himself.	He found one in Nozdrev, and you may be sure that the scapegoat in question received a good drubbing from every side, even as an experienced captain or chief of police will give a knavish starosta or postboy a rating not only in the terms become classical, but also in such terms as the said captain or chief of police may invent for himself.	true	2434.97	2457.13	18.789942
1987_144135_000032_000003	In short, Nozdrev's whole lineage was passed in review; and many of its members in the ascending line fared badly in the process.	In short, Nozdrev's whole lineage was passed in review; and many of its members in the ascending line fared badly in the process.	false	2457.41	2466.1	20.355936
1987_144135_000033_000000	Meanwhile, at the other end of the town there was in progress an event which was destined to augment still further the unpleasantness of our hero's position.	Meanwhile, at the other end of the town there was in progress an event which was destined to augment still further the unpleasantness of our hero's position.	true	2466.29	2474.53	18
1987_144135_000033_000001	That is to say, through the outlying streets and alleys of the town there was clattering a vehicle to which it would be difficult precisely to assign a name, seeing that, though it was of a species peculiar to itself, it most nearly resembled a large, rickety water melon on wheels.	That is to say, through the outlying streets and alleys of the town there was clattering a vehicle to which it would be difficult precisely to assign a name, seeing that, though it was of a species peculiar to itself, it most nearly resembled a large, rickety water melon on wheels.	true	2474.66	2491.3	19.462053
1987_144135_000033_000002	Eventually this monstrosity drew up at the gates of a house where the archpriest of one of the churches resided, and from its doors there leapt a damsel clad in a jerkin and wearing a scarf over her head.	Eventually this monstrosity drew up at the gates of a house where the archpriest of one of the churches resided, and from its doors there leapt a damsel clad in a jerkin and wearing a scarf over her head.	false	2491.61	2503.93	19.318748
1987_144135_000033_000003	For a while she thumped the gates so vigorously as to set all the dogs barking; then the gates stiffly opened, and admitted this unwieldy phenomenon of the road.	For a while she thumped the gates so vigorously as to set all the dogs barking; then the gates stiffly opened, and admitted this unwieldy phenomenon of the road.	true	2504.36	2514.55	19.323568
1987_144135_000033_000004	Lastly, the barinia herself alighted, and stood revealed as Madame Korobotchka, widow of a Collegiate Secretary!	Lastly, the barinia herself alighted, and stood revealed as Madame Korobotchka, widow of a Collegiate Secretary!	true	2514.77	2522.38	19.854439
1987_144135_000033_000005	The reason of her sudden arrival was that she had felt so uneasy about the possible outcome of Chichikov's whim, that during the three nights following his departure she had been unable to sleep a wink; whereafter, in spite of the fact that her horses were not shod, she had set off for the town, in order to learn at first hand how the dead souls were faring, and whether (which might God forfend!) she had not sold them at something like a third of their true value.	The reason of her sudden arrival was that she had felt so uneasy about the possible outcome of Chichikov's whim, that during the three nights following his departure she had been unable to sleep a wink; whereafter, in spite of the fact that her horses were not shod, she had set off for the town, in order to learn at first hand how the dead souls were faring, and whether (which might God forfend!) she had not sold them at something like a third of their true value.	true	2522.93	2550.37	20.588917
1987_144135_000033_000006	The consequences of her venture the reader will learn from a conversation between two ladies.	The consequences of her venture the reader will learn from a conversation between two ladies.	true	2550.98	2556.37	19.551287
1987_144135_000033_000007	We will reserve it for the ensuing chapter.	We will reserve it for the ensuing chapter.	true	2556.62	2559.45	20.705917
1987_144135_000034_000000	CHAPTER IX	CHAPTER nine	false	2559.45	2559.45	
1987_144135_000035_000000	Next morning, before the usual hour for paying calls, there tripped from the portals of an orange-coloured wooden house with an attic storey and a row of blue pillars a lady in an elegant plaid cloak.	Next morning, before the usual hour for paying calls, there tripped from the portals of an orange coloured wooden house with an attic storey and a row of blue pillars a lady in an elegant plaid cloak.	false	2559.45	2559.6	-20
1987_144135_000035_000001	With her came a footman in a many-caped greatcoat and a polished top hat with a gold band.	With her came a footman in a many caped greatcoat and a polished top hat with a gold band.	false	2559.6	2559.69	-9
1987_144135_000035_000002	Hastily, but gracefully, the lady ascended the steps let down from a koliaska which was standing before the entrance, and as soon as she had done so the footman shut her in, put up the steps again, and, catching hold of the strap behind the vehicle, shouted to the coachman, "Right away!" The reason of all this was that the lady was the possessor of a piece of intelligence that she was burning to communicate to a fellow-creature.	Hastily, but gracefully, the lady ascended the steps let down from a koliaska which was standing before the entrance, and as soon as she had done so the footman shut her in, put up the steps again, and, catching hold of the strap behind the vehicle, shouted to the coachman, "Right away!" The reason of all this was that the lady was the possessor of a piece of intelligence that she was burning to communicate to a fellow creature.	false	2559.69	2560.05	-4
1987_144135_000035_000003	Every moment she kept looking out of the carriage window, and perceiving, with almost speechless vexation, that, as yet, she was but half-way on her journey.	Every moment she kept looking out of the carriage window, and perceiving, with almost speechless vexation, that, as yet, she was but half-way on her journey.	false	2560.05	2560.17	-20
1987_144135_000035_000004	The fronts of the houses appeared to her longer than usual, and in particular did the front of the white stone hospital, with its rows of narrow windows, seem interminable to a degree which at length forced her to ejaculate: "Oh, the cursed building!	The fronts of the houses appeared to her longer than usual, and in particular did the front of the white stone hospital, with its rows of narrow windows, seem interminable to a degree which at length forced her to ejaculate: "Oh, the cursed building!	false	2560.17	2560.35	-20
1987_144135_000035_000005	Positively there is no end to it!" Also, she twice adjured the coachman with the words, "Go quicker, Andrusha!	Positively there is no end to it!" Also, she twice adjured the coachman with the words, "Go quicker, Andrusha!	false	2560.35	2560.83	13.220229
1987_144135_000035_000006	You are a horribly long time over the journey this morning." But at length the goal was reached, and the koliaska stopped before a one-storied wooden mansion, dark grey in colour, and having white carvings over the windows, a tall wooden fence and narrow garden in front of the latter, and a few meagre trees looming white with an incongruous coating of road dust.	You are a horribly long time over the journey this morning." But at length the goal was reached, and the koliaska stopped before a one storied wooden mansion, dark grey in colour, and having white carvings over the windows, a tall wooden fence and narrow garden in front of the latter, and a few meagre trees looming white with an incongruous coating of road dust.	false	2560.83	2561.1	22.998247
1987_144135_000035_000007	In the windows of the building were also a few flower pots and a parrot that kept alternately dancing on the floor of its cage and hanging on to the ring of the same with its beak.	In the windows of the building were also a few flower pots and a parrot that kept alternately dancing on the floor of its cage and hanging on to the ring of the same with its beak.	false	2561.1	2561.22	15
1987_144135_000035_000008	Also, in the sunshine before the door two pet dogs were sleeping.	Also, in the sunshine before the door two pet dogs were sleeping.	false	2561.22	2561.28	6
1987_144135_000035_000009	Here there lived the lady's bosom friend.	Here there lived the lady's bosom friend.	false	2561.28	2561.31	-20
1987_144135_000035_000010	As soon as the bosom friend in question learnt of the newcomer's arrival, she ran down into the hall, and the two ladies kissed and embraced one another. Then they adjourned to the drawing-room.	As soon as the bosom friend in question learnt of the newcomer's arrival, she ran down into the hall, and the two ladies kissed and embraced one another. Then they adjourned to the drawing room.	false	2561.31	2564.88	18.344639
