1413_121799_000000_000000	II	two	false	9.33	9.87	4
1413_121799_000043_000003	It is true that a good deal is found in the dream content which might be understood as the result of another and more intellectual performance; but analysis shows conclusively every time that these _intellectual operations were already present in the dream thoughts, and have only been taken over by the dream content_.	It is true that a good deal is found in the dream content which might be understood as the result of another and more intellectual performance; but analysis shows conclusively every time that these underscore intellectual operations were already present in the dream thoughts, and have only been taken over by the dream content underscore.	false	2182.31	2198.61	18.130539
1413_121799_000043_000004	A syllogism in the dream is nothing other than the repetition of a syllogism in the dream thoughts; it seems inoffensive if it has been transferred to the dream without alteration; it becomes absurd if in the dream work it has been transferred to other matter.	A syllogism in the dream is nothing other than the repetition of a syllogism in the dream thoughts; it seems inoffensive if it has been transferred to the dream without alteration; it becomes absurd if in the dream work it has been transferred to other matter.	false	2198.61	2213.53	18
1413_121799_000043_000005	A calculation in the dream content simply means that there was a calculation in the dream thoughts; whilst this is always correct, the calculation in the dream can furnish the silliest results by the condensation of its factors and the displacement of the same operations to other things.	A calculation in the dream content simply means that there was a calculation in the dream thoughts; whilst this is always correct, the calculation in the dream can furnish the silliest results by the condensation of its factors and the displacement of the same operations to other things.	false	2213.87	2228.95	19.160753
1413_121799_000043_000006	Even speeches which are found in the dream content are not new compositions; they prove to be pieced together out of speeches which have been made or heard or read; the words are faithfully copied, but the occasion of their utterance is quite overlooked, and their meaning is most violently changed.	Even speeches which are found in the dream content are not new compositions; they prove to be pieced together out of speeches which have been made or heard or read; the words are faithfully copied, but the occasion of their utterance is quite overlooked, and their meaning is most violently changed.	false	2229.38	2248.27	19.459484
1413_121799_000044_000000	It is, perhaps, not superfluous to support these assertions by examples:	It is, perhaps, not superfluous to support these assertions by examples:	true	2249.03	2253.1	20
1413_121799_000045_000000	1.	one.	true	2254.7	2255.31	18.529493
1413_121799_000045_000001	_A seemingly inoffensive, well-made dream of a patient.	underscore A seemingly inoffensive, well made dream of a patient.	false	2255.31	2259.37	16.294199
1413_121799_000045_000002	She was going to market with her cook, who carried the basket.	She was going to market with her cook, who carried the basket.	true	2259.65	2262.85	19.93196
1413_121799_000045_000003	The butcher said to her when she asked him for something: "That is all gone," and wished to give her something else, remarking; "That's very good." She declines, and goes to the greengrocer, who wants to sell her a peculiar vegetable which is bound up in bundles and of a black color.	The butcher said to her when she asked him for something: "That is all gone," and wished to give her something else, remarking; "That's very good." She declines, and goes to the greengrocer, who wants to sell her a peculiar vegetable which is bound up in bundles and of a black color.	false	2263.07	2279.29	19.31891
1413_121799_000045_000004	She says: "I don't know that; I won't take it."_	She says: "I don't know that; I won't take it."underscore	false	2279.57	2283.24	18.841362
1413_121799_000046_000000	The remark "That is all gone" arose from the treatment.	The remark "That is all gone" arose from the treatment.	true	2283.24	2286.1	18.655828
1413_121799_000046_000001	A few days before I said myself to the patient that the earliest reminiscences of childhood _are all gone_ as such, but are replaced by transferences and dreams.	A few days before I said myself to the patient that the earliest reminiscences of childhood underscore are all gone underscore as such, but are replaced by transferences and dreams.	false	2286.26	2294.86	18.850399
1413_121799_000046_000002	Thus I am the butcher.	Thus I am the butcher.	true	2294.93	2296.24	19.109907
1413_121799_000047_000000	The second remark, _"I don't know that"_ arose in a very different connection.	The second remark, underscore"I don't know that"underscore arose in a very different connection.	false	2297.03	2300.59	17.921288
1413_121799_000047_000001	The day before she had herself called out in rebuke to the cook (who, moreover, also appears in the dream): "_Behave yourself properly_; I don't know _that_"--that is, "I don't know this kind of behavior; I won't have it."	The day before she had herself called out in rebuke to the cook (who, moreover, also appears in the dream): "underscore Behave yourself properly underscore; I don't know underscore that underscore"--that is, "I don't know this kind of behavior; I won't have it."	false	2300.75	2312.2	19.659357
1413_121799_000047_000002	The more harmless portion of this speech was arrived at by a displacement of the dream content; in the dream thoughts only the other portion of the speech played a part, because the dream work changed an imaginary situation into utter irrecognizability and complete inoffensiveness (while in a certain sense I behave in an unseemly way to the lady).	The more harmless portion of this speech was arrived at by a displacement of the dream content; in the dream thoughts only the other portion of the speech played a part, because the dream work changed an imaginary situation into utter irrecognizability and complete inoffensiveness (while in a certain sense I behave in an unseemly way to the lady).	false	2312.63	2334.31	19.319855
1413_121799_000047_000003	The situation resulting in this phantasy is, however, nothing but a new edition of one that actually took place.	The situation resulting in this phantasy is, however, nothing but a new edition of one that actually took place.	false	2335.49	2341.59	18.512396
1413_121799_000048_000000	2.	two.	false	2341.59	2343.78	12.394385
1413_121799_000048_000001	A dream apparently meaningless relates to figures.	A dream apparently meaningless relates to figures.	true	2343.78	2346.48	15
1413_121799_000048_000002	_"She wants to pay something; her daughter takes three florins sixty-five kreuzers out of her purse; but she says: 'What are you doing?	underscore"She wants to pay something; her daughter takes three florins sixty five kreuzers out of her purse; but she says: 'What are you doing?	false	2346.48	2353.72	20.431046
1413_121799_000048_000003	It only cost twenty-one kreuzers.'"_	It only cost twenty one kreuzers.'"underscore	false	2353.73	2356.02	21.259932
1413_121799_000049_000000	The dreamer was a stranger who had placed her child at school in Vienna, and who was able to continue under my treatment so long as her daughter remained at Vienna.	The dreamer was a stranger who had placed her child at school in Vienna, and who was able to continue under my treatment so long as her daughter remained at Vienna.	false	2356.02	2363.68	17
1413_121799_000049_000001	The day before the dream the directress of the school had recommended her to keep the child another year at school.	The day before the dream the directress of the school had recommended her to keep the child another year at school.	true	2365.31	2370.7	16
1413_121799_000049_000002	In this case she would have been able to prolong her treatment by one year. The figures in the dream become important if it be remembered that time is money.	In this case she would have been able to prolong her treatment by one year. The figures in the dream become important if it be remembered that time is money.	false	2370.92	2378.59	18.3914
1413_121799_000049_000003	One year equals 365 days, or, expressed in kreuzers, 365 kreuzers, which is three florins sixty-five kreuzers.	One year equals three hundred sixty five days, or, expressed in kreuzers, three hundred sixty five kreuzers, which is three florins sixty five kreuzers.	true	2378.63	2387.36	19.946032
1413_121799_000049_000004	The twenty-one kreuzers correspond with the three weeks which remained from the day of the dream to the end of the school term, and thus to the end of the treatment.	The twenty one kreuzers correspond with the three weeks which remained from the day of the dream to the end of the school term, and thus to the end of the treatment.	false	2387.36	2395.02	19.458948
1413_121799_000049_000005	It was obviously financial considerations which had moved the lady to refuse the proposal of the directress, and which were answerable for the triviality of the amount in the dream.	It was obviously financial considerations which had moved the lady to refuse the proposal of the directress, and which were answerable for the triviality of the amount in the dream.	false	2395.02	2405.79	18.294214
1413_121799_000050_000000	3.	three.	true	2405.79	2406.34	20.191936
1413_121799_000050_000001	A lady, young, but already ten years married, heard that a friend of hers, Miss Elise L----, of about the same age, had become engaged.	A lady, young, but already ten years married, heard that a friend of hers, Miss Elise L----, of about the same age, had become engaged.	true	2407.1	2416.03	19.29336
1413_121799_000050_000002	This gave rise to the following dream:	This gave rise to the following dream:	true	2416.03	2418.36	17
1413_121799_000051_000000	_She was sitting with her husband in the theater; the one side of the stalls was quite empty.	underscore She was sitting with her husband in the theater; the one side of the stalls was quite empty.	false	2418.36	2423.34	19.740562
1413_121799_000051_000001	Her husband tells her, Elise L---- and her fiance had intended coming, but could only get some cheap seats, three for one florin fifty kreuzers, and these they would not take.	Her husband tells her, Elise L---- and her fiance had intended coming, but could only get some cheap seats, three for one florin fifty kreuzers, and these they would not take.	true	2423.34	2434.24	20.522886
1413_121799_000051_000002	In her opinion, that would not have mattered very much._	In her opinion, that would not have mattered very much.underscore	false	2434.24	2438.49	18.18675
1413_121799_000052_000000	The origin of the figures from the matter of the dream thoughts and the changes the figures underwent are of interest.	The origin of the figures from the matter of the dream thoughts and the changes the figures underwent are of interest.	true	2438.49	2443.99	19
1413_121799_000052_000001	Whence came the one florin fifty kreuzers?	Whence came the one florin fifty kreuzers?	true	2445.5	2448.04	20
1413_121799_000052_000002	From a trifling occurrence of the previous day. Her sister-in-law had received 150 florins as a present from her husband, and had quickly got rid of it by buying some ornament.	From a trifling occurrence of the previous day. Her sister in law had received one hundred fifty florins as a present from her husband, and had quickly got rid of it by buying some ornament.	false	2448.53	2458.45	19.890326
1413_121799_000052_000003	Note that 150 florins is one hundred times one florin fifty kreuzers.	Note that one hundred fifty florins is one hundred times one florin fifty kreuzers.	false	2458.88	2463.58	18
1413_121799_000052_000004	For the _three_ concerned with the tickets, the only link is that Elise L---- is exactly three months younger than the dreamer.	For the underscore three underscore concerned with the tickets, the only link is that Elise L---- is exactly three months younger than the dreamer.	false	2463.83	2470.48	20
1413_121799_000052_000005	The scene in the dream is the repetition of a little adventure for which she has often been teased by her husband.	The scene in the dream is the repetition of a little adventure for which she has often been teased by her husband.	true	2470.67	2476.36	18.39209
1413_121799_000052_000006	She was once in a great hurry to get tickets in time for a piece, and when she came to the theater _one side of the stalls was almost empty_.	She was once in a great hurry to get tickets in time for a piece, and when she came to the theater underscore one side of the stalls was almost empty underscore.	false	2476.73	2484.12	18.524647
1413_121799_000052_000007	It was therefore quite unnecessary for her to have been in _such a hurry_.	It was therefore quite unnecessary for her to have been in underscore such a hurry underscore.	false	2484.12	2489.04	17.463549
1413_121799_000052_000008	Nor must we overlook the absurdity of the dream that two persons should take three tickets for the theater.	Nor must we overlook the absurdity of the dream that two persons should take three tickets for the theater.	false	2489.04	2523.72	18.139513
