6694_70837_000000_000000	Behind us great Smolny, bright with lights, hummed like a gigantic hive....	Behind us great Smolny, bright with lights, hummed like a gigantic hive....	false	0	22.665	25.081934
6694_70837_000096_000001	So, with the crash of artillery, in the dark, with hatred, and fear, and reckless daring, new Russia was being born.	So, with the crash of artillery, in the dark, with hatred, and fear, and reckless daring, new Russia was being born.	false	2147.9	2157.94	25.478277
6694_70837_000097_000000	The Left Socialist Revolutionaries and the United Social Democrats supported Martov's proposition.	The Left Socialist Revolutionaries and the United Social Democrats supported Martov's proposition.	true	2159.9	2166.76	22.678026
6694_70837_000097_000001	It was accepted.	It was accepted.	true	2167.07	2168.34	28.27328
6694_70837_000097_000002	A soldier announced that the All-Russian Peasants' Soviets had refused to send delegates to the Congress; he proposed that a committee be sent with a formal invitation.	A soldier announced that the All Russian Peasants' Soviets had refused to send delegates to the Congress; he proposed that a committee be sent with a formal invitation.	false	2168.34	2178.7	23.02361
6694_70837_000097_000003	"Some delegates are present," he said.	"Some delegates are present," he said.	true	2179.73	2182.48	25.457317
6694_70837_000097_000004	"I move that they be given votes." Accepted.	"I move that they be given votes." Accepted.	true	2182.67	2186.04	26.12201
6694_70837_000098_000000	Kharash, wearing the epaulets of a captain, passionately demanded the floor.	Kharash, wearing the epaulets of a captain, passionately demanded the floor.	false	2186.04	2192.68	22.04573
6694_70837_000098_000001	"The political hypocrites who control this Congress," he shouted, "told us we were to settle the question of Power--and it is being settled behind our backs, before the Congress opens!	"The political hypocrites who control this Congress," he shouted, "told us we were to settle the question of Power-and it is being settled behind our backs, before the Congress opens!	true	2193.41	2204.62	24.313044
6694_70837_000098_000002	Blows are being struck against the Winter Palace, and it is by such blows that the nails are being driven into the coffin of the political party which has risked such an adventure!" Uproar.	Blows are being struck against the Winter Palace, and it is by such blows that the nails are being driven into the coffin of the political party which has risked such an adventure!" Uproar.	false	2205.02	2217.15	24.05816
6694_70837_000098_000003	Followed him Gharra: "While we are here discussing propositions of peace, there is a battle on in the streets....	Followed him Gharra: "While we are here discussing propositions of peace, there is a battle on in the streets....	true	2217.15	2224.84	23.87422
6694_70837_000098_000004	The Socialist Revolutionaries and the Mensheviki refuse to be involved in what is happening, and call upon all public forces to resist the attempt to capture the power...." Kutchin, delegate of the 12th Army and representative of the Troudoviki: "I was sent here only for information, and I am returning at once to the Front, where all the Army Committees consider that the taking of power by the Soviets, only three weeks before the Constituent Assembly, is a stab in the back of the Army and a crime against the people--!" Shouts of "Lie!	The Socialist Revolutionaries and the Mensheviki refuse to be involved in what is happening, and call upon all public forces to resist the attempt to capture the power...." Kutchin, delegate of the twelfth Army and representative of the Troudoviki: "I was sent here only for information, and I am returning at once to the Front, where all the Army Committees consider that the taking of power by the Soviets, only three weeks before the Constituent Assembly, is a stab in the back of the Army and a crime against the people-!" Shouts of "Lie!	false	2225.12	2259.14	24.160564
6694_70837_000098_000005	You lie!"...	You lie!"...	true	2259.14	2260.21	21.48438
6694_70837_000098_000006	When he could be heard again, "Let's make an end of this adventure in Petrograd!	When he could be heard again, "Let's make an end of this adventure in Petrograd!	false	2260.82	2267.04	20.955513
6694_70837_000098_000007	I call upon all delegates to leave this hall in order to save the country and the Revolution!" As he went down the aisle in the midst of a deafening noise, people surged in upon him, threatening....	I call upon all delegates to leave this hall in order to save the country and the Revolution!" As he went down the aisle in the midst of a deafening noise, people surged in upon him, threatening....	false	2267.04	2280.49	22.804104
6694_70837_000098_000008	Then Khintchuk, an officer with a long brown goatee, speaking suavely and persuasively: "I speak for the delegates from the Front.	Then Khintchuk, an officer with a long brown goatee, speaking suavely and persuasively: "I speak for the delegates from the Front.	false	2281.4	2291.11	23.94389
6694_70837_000098_000009	The Army is imperfectly represented in this Congress, and furthermore, the Army does not consider the Congress of Soviets necessary at this time, only three weeks before the opening of the Constituent--" shouts and stamping, always growing more violent.	The Army is imperfectly represented in this Congress, and furthermore, the Army does not consider the Congress of Soviets necessary at this time, only three weeks before the opening of the Constituent-" shouts and stamping, always growing more violent.	true	2291.51	2307.7	24.438513
6694_70837_000098_000010	"The Army does not consider that the Congress of Soviets has the necessary authority--" Soldiers began to stand up all over the hall.	"The Army does not consider that the Congress of Soviets has the necessary authority-" Soldiers began to stand up all over the hall.	true	2308.1	2316.52	24.210157
6694_70837_000099_000000	"Who are you speaking for?	"Who are you speaking for?	true	2316.8	2318.32	24.143202
6694_70837_000099_000001	What do you represent?" they cried.	What do you represent?" they cried.	true	2318.33	2320.38	27.26319
6694_70837_000100_000000	"The Central Executive Committee of the Soviet of the Fifth Army, the Second F-- regiment, the First N-- Regiment, the Third S-- Rifles...."	"The Central Executive Committee of the Soviet of the Fifth Army, the Second F- regiment, the First N- Regiment, the Third S- Rifles...."	false	2320.38	2329.56	25.160526
6694_70837_000101_000000	"When were you elected?	"When were you elected?	false	2329.56	2331.82	27.75368
6694_70837_000101_000001	You represent the officers, not the soldiers!	You represent the officers, not the soldiers!	true	2331.82	2334.79	23.656288
6694_70837_000101_000002	What do the soldiers say about it?" Jeers and hoots.	What do the soldiers say about it?" Jeers and hoots.	true	2334.89	2338.66	22.618093
6694_70837_000102_000000	"We, the Front group, disclaim all responsibility for what has happened and is happening, and we consider it necessary to mobilise all self-conscious revolutionary forces for the salvation of the Revolution!	"We, the Front group, disclaim all responsibility for what has happened and is happening, and we consider it necessary to mobilise all self conscious revolutionary forces for the salvation of the Revolution!	true	2339.45	2351.56	24
6694_70837_000102_000001	The Front group will leave the Congress....	The Front group will leave the Congress....	true	2351.93	2354.47	25.656849
6694_70837_000102_000002	The place to fight is out on the streets!"	The place to fight is out on the streets!"	true	2354.6	2357.17	24.665487
6694_70837_000103_000000	Immense bawling outcry.	Immense bawling outcry.	true	2357.96	2360.2	26
6694_70837_000103_000001	"You speak for the Staff--not for the Army!"	"You speak for the Staff-not for the Army!"	true	2360.75	2363.65	25.0008
6694_70837_000104_000000	"I appeal to all reasonable soldiers to leave this Congress!"	"I appeal to all reasonable soldiers to leave this Congress!"	true	2364.2	2369.35	21.834694
6694_70837_000105_000000	"Kornilovitz!	"Kornilovitz!	true	2369.9	2370.93	19.794054
6694_70837_000105_000001	Counter-revolutionist!	Counter revolutionist!	false	2370.93	2372.58	18.665365
6694_70837_000105_000002	Provocator!" were hurled at him.	Provocator!" were hurled at him.	true	2372.58	2375.11	22.394672
6694_70837_000106_000000	On behalf of the Mensheviki, Khintchuk then announced that the only possibility of a peaceful solution was to begin negotiations with the Provisional Government for the formation of a new Cabinet, which would find support in all strata of society.	On behalf of the Mensheviki, Khintchuk then announced that the only possibility of a peaceful solution was to begin negotiations with the Provisional Government for the formation of a new Cabinet, which would find support in all strata of society.	true	2376.5	2391.28	22.886263
6694_70837_000106_000001	He could not proceed for several minutes.	He could not proceed for several minutes.	true	2392.01	2394.49	25.61593
6694_70837_000106_000002	Raising his voice to a shout he read the Menshevik declaration:	Raising his voice to a shout he read the Menshevik declaration:	true	2395.13	2399.71	21.480206
6694_70837_000107_000000	"Because the Bolsheviki have made a military conspiracy with the aid of the Petrograd Soviet, without consulting the other factions and parties, we find it impossible to remain in the Congress, and therefore withdraw, inviting the other groups to follow us and to meet for discussion of the situation!"	"Because the Bolsheviki have made a military conspiracy with the aid of the Petrograd Soviet, without consulting the other factions and parties, we find it impossible to remain in the Congress, and therefore withdraw, inviting the other groups to follow us and to meet for discussion of the situation!"	true	2400.65	2420.8	23.88582
6694_70837_000108_000000	"Deserter!"	"Deserter!"	true	2422.01	2422.93	27.616644
6694_70837_000108_000001	At intervals in the almost continuous disturbance Hendelman, for the Socialist Revolutionaries, could be heard protesting against the bombardment of the Winter Palace....	At intervals in the almost continuous disturbance Hendelman, for the Socialist Revolutionaries, could be heard protesting against the bombardment of the Winter Palace....	true	2424.38	2433.91	23.091549
6694_70837_000108_000002	"We are opposed to this kind of anarchy...."	"We are opposed to this kind of anarchy...."	true	2434.55	2437.27	31.240774
6694_70837_000109_000000	Scarcely had he stepped down than a young, lean-faced soldier, with flashing eyes, leaped to the platform, and dramatically lifted his hand:	Scarcely had he stepped down than a young, lean faced soldier, with flashing eyes, leaped to the platform, and dramatically lifted his hand:	true	2438.6	2448.46	23.038206
6694_70837_000110_000000	"Comrades!" he cried and there was a hush.	"Comrades!" he cried and there was a hush.	true	2449.22	2452.69	20.380484
6694_70837_000110_000001	"My _familia_ (name) is Peterson--I speak for the Second Lettish Rifles.	"My underscore familia underscore (name) is Peterson-I speak for the Second Lettish Rifles.	false	2453.24	2460.07	25.344616
6694_70837_000110_000002	You have heard the statements of two representatives of the Army committees; these statements would have some value _if their authors had been representatives of the Army_--" Wild applause.	You have heard the statements of two representatives of the Army committees; these statements would have some value underscore if their authors had been representatives of the Army underscore--" Wild applause.	false	2460.92	2473.2	23.540089
6694_70837_000110_000003	_"But they do not represent the soldiers!"_ Shaking his fist.	underscore"But they do not represent the soldiers!"underscore Shaking his fist.	false	2473.2	2478.19	20.793589
6694_70837_000110_000004	"The Twelfth Army has been insisting for a long time upon the re-election of the Great Soviet and the Army Committee, but just as your own _Tsay-ee-kah,_ our Committee refused to call a meeting of the representatives of the masses until the end of September, so that the reactionaries could elect their own false delegates to this Congress.	"The Twelfth Army has been insisting for a long time upon the re-election of the Great Soviet and the Army Committee, but just as your own underscore Tsay ee kah,underscore our Committee refused to call a meeting of the representatives of the masses until the end of September, so that the reactionaries could elect their own false delegates to this Congress.	false	2478.8	2499.91	25.807137
6694_70837_000110_000005	I tell you now, the Lettish soldiers have many times said, 'No more resolutions!	I tell you now, the Lettish soldiers have many times said, 'No more resolutions!	true	2500.64	2507.02	23.74286
6694_70837_000110_000006	No more talk!	No more talk!	true	2507.03	2508.34	26.288715
6694_70837_000110_000007	We want deeds--the Power must be in our hands!' Let these impostor delegates leave the Congress!	We want deeds-the Power must be in our hands!' Let these impostor delegates leave the Congress!	true	2508.5	2516.74	22.5553
6694_70837_000110_000008	The Army is not with them!"	The Army is not with them!"	true	2516.99	2518.96	24.740864
6694_70837_000111_000000	The hall rocked with cheering.	The hall rocked with cheering.	true	2520.17	2522.35	22.360142
6694_70837_000111_000001	In the first moments of the session, stunned by the rapidity of events, startled by the sound of cannon, the delegates had hesitated.	In the first moments of the session, stunned by the rapidity of events, startled by the sound of cannon, the delegates had hesitated.	true	2523.32	2531.98	22.796968
6694_70837_000111_000002	For an hour hammer-blow after hammer-blow had fallen from that tribune, welding them together but beating them down.	For an hour hammer blow after hammer blow had fallen from that tribune, welding them together but beating them down.	true	2532.5	2540.26	22.119715
6694_70837_000111_000003	Did they stand then alone?	Did they stand then alone?	true	2540.93	2543.74	22.775585
6694_70837_000111_000004	Was Russia rising against them?	Was Russia rising against them?	true	2543.74	2545.96	21.176067
6694_70837_000111_000005	Was it true that the Army was marching on Petrograd? Then this clear-eyed young soldier had spoken, and in a flash they knew it for the truth.... _This_ was the voice of the soldiers--the stirring millions of uniformed workers and peasants were men like them, and their thoughts and feelings were the same...	Was it true that the Army was marching on Petrograd? Then this clear eyed young soldier had spoken, and in a flash they knew it for the truth.... underscore This underscore was the voice of the soldiers-the stirring millions of uniformed workers and peasants were men like them, and their thoughts and feelings were the same...	false	2546.6	2579.97	21.906853
