1776_139035_000000_000000	V.	V.	false	12.93	17.49	21.424795
1776_139035_000023_000005	In 1868 the prospect of a bad harvest, caused by a prolonged drought, induced the inhabitants of a village in the Tarashchansk district to dig up the body of a Raskolnik, or Dissenter, who had died in the preceding December.	In eighteen sixty eight the prospect of a bad harvest, caused by a prolonged drought, induced the inhabitants of a village in the Tarashchansk district to dig up the body of a Raskolnik, or Dissenter, who had died in the preceding December.	false	2078.36	2092.48	23.752327
1776_139035_000023_000006	Some of the party beat the corpse, or what was left of it, about the head, exclaiming, "Give us rain!" while others poured water on it through a sieve.	Some of the party beat the corpse, or what was left of it, about the head, exclaiming, "Give us rain!" while others poured water on it through a sieve.	true	2092.76	2100.67	23.263388
1776_139035_000023_000007	Here the pouring of water through a sieve seems plainly an imitation of a shower, and reminds us of the manner in which Strepsiades in Aristophanes imagined that rain was made by Zeus.	Here the pouring of water through a sieve seems plainly an imitation of a shower, and reminds us of the manner in which Strepsiades in Aristophanes imagined that rain was made by Zeus.	true	2102.12	2112.13	19
1776_139035_000023_000008	Sometimes, in order to procure rain, the Toradjas make an appeal to the pity of the dead.	Sometimes, in order to procure rain, the Toradjas make an appeal to the pity of the dead.	false	2112.23	2117.41	21.840244
1776_139035_000023_000009	Thus, in the village of Kalingooa, there is the grave of a famous chief, the grandfather of the present ruler.	Thus, in the village of Kalingooa, there is the grave of a famous chief, the grandfather of the present ruler.	false	2117.54	2124.19	22.47225
1776_139035_000023_000010	When the land suffers from unseasonable drought, the people go to this grave, pour water on it, and say, "O grandfather, have pity on us; if it is your will that this year we should eat, then give rain."	When the land suffers from unseasonable drought, the people go to this grave, pour water on it, and say, "O grandfather, have pity on us; if it is your will that this year we should eat, then give rain."	true	2124.47	2135.44	22.222345
1776_139035_000023_000011	After that they hang a bamboo full of water over the grave; there is a small hole in the lower end of the bamboo, so that the water drips from it continually.	After that they hang a bamboo full of water over the grave; there is a small hole in the lower end of the bamboo, so that the water drips from it continually.	false	2136.44	2145.13	20.281942
1776_139035_000023_000012	The bamboo is always refilled with water until rain drenches the ground.	The bamboo is always refilled with water until rain drenches the ground.	true	2146.52	2150.44	19.433334
1776_139035_000023_000013	Here, as in New Caledonia, we find religion blent with magic, for the prayer to the dead chief, which is purely religious, is eked out with a magical imitation of rain at his grave.	Here, as in New Caledonia, we find religion blent with magic, for the prayer to the dead chief, which is purely religious, is eked out with a magical imitation of rain at his grave.	true	2150.69	2161.84	21.56049
1776_139035_000023_000014	We have seen that the Baronga of Delagoa Bay drench the tombs of their ancestors, especially the tombs of twins, as a raincharm. Among some of the Indian tribes in the region of the Orinoco it was customary for the relations of a deceased person to disinter his bones a year after burial, burn them, and scatter the ashes to the winds, because they believed that the ashes were changed into rain, which the dead man sent in return for his obsequies.	We have seen that the Baronga of Delagoa Bay drench the tombs of their ancestors, especially the tombs of twins, as a raincharm. Among some of the Indian tribes in the region of the Orinoco it was customary for the relations of a deceased person to disinter his bones a year after burial, burn them, and scatter the ashes to the winds, because they believed that the ashes were changed into rain, which the dead man sent in return for his obsequies.	true	2162.15	2186.65	19.832905
1776_139035_000023_000015	The Chinese are convinced that when human bodies remain unburied, the souls of their late owners feel the discomfort of rain, just as living men would do if they were exposed without shelter to the inclemency of the weather.	The Chinese are convinced that when human bodies remain unburied, the souls of their late owners feel the discomfort of rain, just as living men would do if they were exposed without shelter to the inclemency of the weather.	true	2187.56	2198.5	18.92547
1776_139035_000023_000016	These wretched souls, therefore, do all in their power to prevent the rain from falling, and often their efforts are only too successful.	These wretched souls, therefore, do all in their power to prevent the rain from falling, and often their efforts are only too successful.	true	2200.04	2206.72	21.21764
1776_139035_000023_000017	Then drought ensues, the most dreaded of all calamities in China, because bad harvests, dearth, and famine follow in its train.	Then drought ensues, the most dreaded of all calamities in China, because bad harvests, dearth, and famine follow in its train.	true	2206.91	2214.22	20.775974
1776_139035_000023_000018	Hence it has been a common practice of the Chinese authorities in time of drought to inter the dry bones of the unburied dead for the purpose of putting an end to the scourge and conjuring down the rain.	Hence it has been a common practice of the Chinese authorities in time of drought to inter the dry bones of the unburied dead for the purpose of putting an end to the scourge and conjuring down the rain.	false	2214.56	2224.18	19
1776_139035_000024_000000	Animals, again, often play an important part in these weather-charms.	Animals, again, often play an important part in these weather charms.	true	2224.58	2228.09	21.411764
1776_139035_000024_000001	The Anula tribe of Northern Australia associate the dollar-bird with rain, and call it the rain-bird.	The Anula tribe of Northern Australia associate the dollar bird with rain, and call it the rain bird.	true	2228.09	2233.27	19.40776
1776_139035_000024_000002	A man who has the bird for his totem can make rain at a certain pool.	A man who has the bird for his totem can make rain at a certain pool.	true	2233.58	2237.11	18.68296
1776_139035_000024_000003	He catches a snake, puts it alive into the pool, and after holding it under water for a time takes it out, kills it, and lays it down by the side of the creek.	He catches a snake, puts it alive into the pool, and after holding it under water for a time takes it out, kills it, and lays it down by the side of the creek.	true	2237.39	2245.84	23.120903
1776_139035_000024_000004	Then he makes an arched bundle of grass stalks in imitation of a rainbow, and sets it up over the snake.	Then he makes an arched bundle of grass stalks in imitation of a rainbow, and sets it up over the snake.	true	2246.42	2251.84	21.74294
1776_139035_000024_000005	After that all he does is to sing over the snake and the mimic rainbow; sooner or later the rain will fall.	After that all he does is to sing over the snake and the mimic rainbow; sooner or later the rain will fall.	true	2252.18	2258.32	21.801292
1776_139035_000024_000006	They explain this procedure by saying that long ago the dollar-bird had as a mate at this spot a snake, who lived in the pool and used to make rain by spitting up into the sky till a rainbow and clouds appeared and rain fell.	They explain this procedure by saying that long ago the dollar bird had as a mate at this spot a snake, who lived in the pool and used to make rain by spitting up into the sky till a rainbow and clouds appeared and rain fell.	false	2258.84	2269.9	19
1776_139035_000024_000007	A common way of making rain in many parts of Java is to bathe a cat or two cats, a male and a female; sometimes the animals are carried in procession with music.	A common way of making rain in many parts of Java is to bathe a cat or two cats, a male and a female; sometimes the animals are carried in procession with music.	false	2271.71	2280.19	22.200083
1776_139035_000024_000008	Even in Batavia you may from time to time see children going about with a cat for this purpose; when they have ducked it in a pool, they let it go.	Even in Batavia you may from time to time see children going about with a cat for this purpose; when they have ducked it in a pool, they let it go.	false	2280.53	2288.29	23.770218
1776_139035_000025_000000	Among the Wambugwe of East Africa, when the sorcerer desires to make rain, he takes a black sheep and a black calf in bright sunshine, and has them placed on the roof of the common hut in which the people live together.	Among the Wambugwe of East Africa, when the sorcerer desires to make rain, he takes a black sheep and a black calf in bright sunshine, and has them placed on the roof of the common hut in which the people live together.	true	2289.05	2300.17	20
1776_139035_000025_000001	Then he slits the stomachs of the animals and scatters their contents in all directions.	Then he slits the stomachs of the animals and scatters their contents in all directions.	true	2300.54	2304.7	18
1776_139035_000025_000002	After that he pours water and medicine into a vessel; if the charm has succeeded, the water boils up and rain follows.	After that he pours water and medicine into a vessel; if the charm has succeeded, the water boils up and rain follows.	true	2305.16	2311.63	20.904474
1776_139035_000025_000003	On the other hand, if the sorcerer wishes to prevent rain from falling, he withdraws into the interior of the hut, and there heats a rock-crystal in a calabash.	On the other hand, if the sorcerer wishes to prevent rain from falling, he withdraws into the interior of the hut, and there heats a rock crystal in a calabash.	true	2312	2320.66	20.686867
1776_139035_000025_000004	In order to procure rain the Wagogo sacrifice black fowls, black sheep, and black cattle at the graves of dead ancestors, and the rain-maker wears black clothes during the rainy season.	In order to procure rain the Wagogo sacrifice black fowls, black sheep, and black cattle at the graves of dead ancestors, and the rain maker wears black clothes during the rainy season.	true	2321.15	2331.52	21.72136
1776_139035_000025_000005	Among the Matabele the rain-charm employed by sorcerers was made from the blood and gall of a black ox.	Among the Matabele the rain charm employed by sorcerers was made from the blood and gall of a black ox.	true	2332.19	2337.46	16
1776_139035_000025_000006	In a district of Sumatra, in order to procure rain, all the women of the village, scantily clad, go to the river, wade into it, and splash each other with the water.	In a district of Sumatra, in order to procure rain, all the women of the village, scantily clad, go to the river, wade into it, and splash each other with the water.	false	2338.01	2346.76	21.556236
1776_139035_000025_000007	A black cat is thrown into the stream and made to swim about for a while, then allowed to escape to the bank, pursued by the splashing of the women.	A black cat is thrown into the stream and made to swim about for a while, then allowed to escape to the bank, pursued by the splashing of the women.	true	2347.19	2353.9	16
1776_139035_000025_000008	The Garos of Assam offer a black goat on the top of a very high mountain in time of drought.	The Garos of Assam offer a black goat on the top of a very high mountain in time of drought.	true	2354.69	2359.45	20.700216
1776_139035_000025_000009	In all these cases the colour of the animal is part of the charm; being black, it will darken the sky with rain-clouds. So the Bechuanas burn the stomach of an ox at evening, because they say, "The black smoke will gather the clouds and cause the rain to come." The Timorese sacrifice a black pig to the Earth-goddess for rain, a white or red one to the Sun-god for sunshine.	In all these cases the colour of the animal is part of the charm; being black, it will darken the sky with rain clouds. So the Bechuanas burn the stomach of an ox at evening, because they say, "The black smoke will gather the clouds and cause the rain to come." The Timorese sacrifice a black pig to the Earth goddess for rain, a white or red one to the Sun god for sunshine.	true	2359.76	2379.76	22.425007
1776_139035_000025_000010	The Angoni sacrifice a black ox for rain and a white one for fine weather. Among the high mountains of Japan there is a district in which, if rain has not fallen for a long time, a party of villagers goes in procession to the bed of a mountain torrent, headed by a priest, who leads a black dog.	The Angoni sacrifice a black ox for rain and a white one for fine weather. Among the high mountains of Japan there is a district in which, if rain has not fallen for a long time, a party of villagers goes in procession to the bed of a mountain torrent, headed by a priest, who leads a black dog.	false	2380.79	2397.52	21.881763
1776_139035_000025_000011	At the chosen spot they tether the beast to a stone, and make it a target for their bullets and arrows.	At the chosen spot they tether the beast to a stone, and make it a target for their bullets and arrows.	true	2397.8	2403.34	22.622696
1776_139035_000025_000012	When its life-blood bespatters the rocks, the peasants throw down their weapons and lift up their voices in supplication to the dragon divinity of the stream, exhorting him to send down forthwith a shower to cleanse the spot from its defilement.	When its life blood bespatters the rocks, the peasants throw down their weapons and lift up their voices in supplication to the dragon divinity of the stream, exhorting him to send down forthwith a shower to cleanse the spot from its defilement.	true	2403.86	2416.6	22.680048
1776_139035_000025_000013	Custom has prescribed that on these occasions the colour of the victim shall be black, as an emblem of the wished-for rain-clouds.	Custom has prescribed that on these occasions the colour of the victim shall be black, as an emblem of the wished for rain clouds.	true	2417.99	2424.97	21.201056
1776_139035_000025_000014	But if fine weather is wanted, the victim must be white, without a spot.	But if fine weather is wanted, the victim must be white, without a spot.	true	2425.13	2428.9	22.216993
1776_139035_000026_000000	The intimate association of frogs and toads with water has earned for these creatures a widespread reputation as custodians of rain; and hence they often play a part in charms designed to draw needed showers from the sky.	The intimate association of frogs and toads with water has earned for these creatures a widespread reputation as custodians of rain; and hence they often play a part in charms designed to draw needed showers from the sky.	true	2430.32	2442.73	20.621935
1776_139035_000026_000001	Some of the Indians of the Orinoco held the toad to be the god or lord of the waters, and for that reason feared to kill the creature.	Some of the Indians of the Orinoco held the toad to be the god or lord of the waters, and for that reason feared to kill the creature.	true	2443.19	2450.44	20.702139
1776_139035_000026_000002	They have been known to keep frogs under a pot and to beat them with rods when there was a drought.	They have been known to keep frogs under a pot and to beat them with rods when there was a drought.	true	2450.93	2455.66	23
1776_139035_000026_000003	It is said that the Aymara Indians often make little images of frogs and other aquatic animals and place them on the tops of the hills as a means of bringing down rain.	It is said that the Aymara Indians often make little images of frogs and other aquatic animals and place them on the tops of the hills as a means of bringing down rain.	true	2456.03	2465.35	19.549469
1776_139035_000026_000004	The Thompson Indians of British Columbia and some people in Europe think that to kill a frog will cause rain to fall.	The Thompson Indians of British Columbia and some people in Europe think that to kill a frog will cause rain to fall.	true	2465.63	2471.95	21.901196
1776_139035_000026_000005	In order to procure rain people of low caste in the Central Provinces of India will tie a frog to a rod covered with green leaves and branches of the _nîm_ tree (_Azadirachta Indica_) and carry it from door to door singing:	In order to procure rain people of low caste in the Central Provinces of India will tie a frog to a rod covered with green leaves and branches of the underscore nîm underscore tree (underscore Azadirachta Indica underscore) and carry it from door to door singing:	false	2472.2	2483.53	21.300297
1776_139035_000027_000000	"Send soon, O frog, the jewel of water! And ripen the wheat and millet in the field."	"Send soon, O frog, the jewel of water! And ripen the wheat and millet in the field."	true	2483.66	2488.72	21.89781
1776_139035_000028_000000	The Kapus or Reddis are a large caste of cultivators and landowners in the Madras Presidency.	The Kapus or Reddis are a large caste of cultivators and landowners in the Madras Presidency.	false	2488.82	2495.08	22.39131
1776_139035_000028_000001	When rain fails, women of the caste will catch a frog and tie it alive to a new winnowing fan made of bamboo. On this fan they spread a few margosa leaves and go from door to door singing, "Lady frog must have her bath.	When rain fails, women of the caste will catch a frog and tie it alive to a new winnowing fan made of bamboo. On this fan they spread a few margosa leaves and go from door to door singing, "Lady frog must have her bath.	false	2495.3	2508.49	21.035883
1776_139035_000028_000002	Oh! rain-god, give a little water for her at least." While the Kapu women sing this song, the woman of the house pours water over the frog and gives an alms, convinced that by so doing she will soon bring rain down in torrents.	Oh! rain god, give a little water for her at least." While the Kapu women sing this song, the woman of the house pours water over the frog and gives an alms, convinced that by so doing she will soon bring rain down in torrents.	false	2508.49	2524.42	20.34043
1776_139035_000029_000000	Sometimes, when a drought has lasted a long time, people drop the usual hocus-pocus of imitative magic altogether, and being far too angry to waste their breath in prayer they seek by threats and curses or even downright physical force to extort the waters of heaven from the supernatural being who has, so to say, cut them off at the main.	Sometimes, when a drought has lasted a long time, people drop the usual hocus pocus of imitative magic altogether, and being far too angry to waste their breath in prayer they seek by threats and curses or even downright physical force to extort the waters of heaven from the supernatural being who has, so to say, cut them off at the main.	true	2524.67	2543.71	21
1776_139035_000029_000001	In a Japanese village, when the guardian divinity had long been deaf to the peasants' prayers for rain, they at last threw down his image and, with curses loud and long, hurled it head foremost into a stinking rice-field.	In a Japanese village, when the guardian divinity had long been deaf to the peasants' prayers for rain, they at last threw down his image and, with curses loud and long, hurled it head foremost into a stinking rice field.	false	2545.61	2557.33	20.650053
1776_139035_000029_000002	"There," they said, "you may stay yourself for a while, to see how _you_ will feel after a few days' scorching in this broiling sun that is burning the life from our cracking fields." In the like circumstances the Feloupes of Senegambia cast down their fetishes and drag them about the fields, cursing them till rain falls.	"There," they said, "you may stay yourself for a while, to see how underscore you underscore will feel after a few days' scorching in this broiling sun that is burning the life from our cracking fields." In the like circumstances the Feloupes of Senegambia cast down their fetishes and drag them about the fields, cursing them till rain falls.	false	2557.37	2576.26	21.964901
1776_139035_000030_000000	The Chinese are adepts in the art of taking the kingdom of heaven by storm.	The Chinese are adepts in the art of taking the kingdom of heaven by storm.	true	2577.23	2580.97	20.746218
1776_139035_000030_000001	Thus, when rain is wanted they make a huge dragon of paper or wood to represent the rain-god, and carry it about in procession; but if no rain follows, the mock-dragon is execrated and torn to pieces.	Thus, when rain is wanted they make a huge dragon of paper or wood to represent the rain god, and carry it about in procession; but if no rain follows, the mock dragon is execrated and torn to pieces.	true	2581.1	2592.31	21.737131
1776_139035_000030_000002	At other times they threaten and beat the god if he does not give rain; sometimes they publicly depose him from the rank of deity.	At other times they threaten and beat the god if he does not give rain; sometimes they publicly depose him from the rank of deity.	true	2592.86	2599.51	21.88266
1776_139035_000030_000003	On the other hand, if the wished-for rain falls, the god is promoted to a higher rank by an imperial decree.	On the other hand, if the wished for rain falls, the god is promoted to a higher rank by an imperial decree.	true	2600.54	2606.26	22.087431
1776_139035_000030_000004	In April 1888 the mandarins of Canton prayed to the god Lung-wong to stop the incessant downpour of rain; and when he turned a deaf ear to their petitions they put him in a lock-up for five days.	In april eighteen eighty eight the mandarins of Canton prayed to the god Lung wong to stop the incessant downpour of rain; and when he turned a deaf ear to their petitions they put him in a lock up for five days.	false	2607.89	2619.67	21.737097
1776_139035_000030_000005	This had a salutary effect.	This had a salutary effect.	true	2619.98	2621.8	25.972849
1776_139035_000030_000006	The rain ceased and the god was restored to liberty.	The rain ceased and the god was restored to liberty.	true	2621.93	2624.86	23.182093
1776_139035_000030_000007	Some years before, in time of drought, the same deity had been chained and exposed to the sun for days in the courtyard of his temple in order that he might feel for himself the urgent need of rain.	Some years before, in time of drought, the same deity had been chained and exposed to the sun for days in the courtyard of his temple in order that he might feel for himself the urgent need of rain.	false	2626.22	2636.08	21
1776_139035_000030_000008	So when the Siamese need rain, they set out their idols in the blazing sun; but if they want dry weather, they unroof the temples and let the rain pour down on the idols.	So when the Siamese need rain, they set out their idols in the blazing sun; but if they want dry weather, they unroof the temples and let the rain pour down on the idols.	true	2637.47	2647.12	21.065893
1776_139035_000030_000009	They think that the inconvenience to which the gods are thus subjected will induce them to grant the wishes of their worshippers.	They think that the inconvenience to which the gods are thus subjected will induce them to grant the wishes of their worshippers.	true	2647.7	2655.99	18.58597
1776_139035_000031_000000	The reader may smile at the meteorology of the Far East; but precisely similar modes of procuring rain have been resorted to in Christian Europe within our own lifetime.	The reader may smile at the meteorology of the Far East; but precisely similar modes of procuring rain have been resorted to in Christian Europe within our own lifetime.	true	2655.99	2664.43	20
1776_139035_000031_000001	By the end of April 1893 there was great distress in Sicily for lack of water.	By the end of april eighteen ninety three there was great distress in Sicily for lack of water.	true	2664.77	2670.01	22.881334
1776_139035_000031_000002	The drought had lasted six months.	The drought had lasted six months.	true	2670.11	2672.08	20.568905
1776_139035_000031_000003	Every day the sun rose and set in a sky of cloudless blue.	Every day the sun rose and set in a sky of cloudless blue.	true	2672.39	2676.22	21.352654
1776_139035_000031_000004	The gardens of the Conca d'Oro, which surround Palermo with a magnificent belt of verdure, were withering.	The gardens of the Conca d'Oro, which surround Palermo with a magnificent belt of verdure, were withering.	false	2676.44	2682.76	22.034397
1776_139035_000031_000005	Food was becoming scarce.	Food was becoming scarce.	true	2684.03	2685.73	21.700926
1776_139035_000031_000006	The people were in great alarm.	The people were in great alarm.	true	2685.95	2687.68	21.587156
1776_139035_000031_000007	All the most approved methods of procuring rain had been tried without effect. Processions had traversed the streets and the fields.	All the most approved methods of procuring rain had been tried without effect. Processions had traversed the streets and the fields.	false	2688.59	2695.18	20.499025
1776_139035_000031_000008	Men, women, and children, telling their beads, had lain whole nights before the holy images.	Men, women, and children, telling their beads, had lain whole nights before the holy images.	true	2695.31	2700.37	20.07541
1776_139035_000031_000009	Consecrated candles had burned day and night in the churches.	Consecrated candles had burned day and night in the churches.	true	2701.94	2704.9	20.704071
1776_139035_000031_000010	Palm branches, blessed on Palm Sunday, had been hung on the trees.	Palm branches, blessed on Palm Sunday, had been hung on the trees.	true	2705	2708.95	20.40634
1776_139035_000031_000011	At Solaparuta, in accordance with a very old custom, the dust swept from the churches on Palm Sunday had been spread on the fields.	At Solaparuta, in accordance with a very old custom, the dust swept from the churches on Palm Sunday had been spread on the fields.	true	2709.53	2717.05	23.85244
1776_139035_000031_000012	In ordinary years these holy sweepings preserve the crops; but that year, if you will believe me, they had no effect whatever. At Nicosia the inhabitants, bare-headed and bare-foot, carried the crucifixes through all the wards of the town and scourged each other with iron whips.	In ordinary years these holy sweepings preserve the crops; but that year, if you will believe me, they had no effect whatever. At Nicosia the inhabitants, bare headed and bare foot, carried the crucifixes through all the wards of the town and scourged each other with iron whips.	true	2719.19	2734.89	21.803057
1776_139035_000031_000013	It was all in vain.	It was all in vain.	true	2734.89	2736.31	16.97041
1776_139035_000031_000014	Even the great St. Francis of Paolo himself, who annually performs the miracle of rain and is carried every spring through the market-gardens, either could not or would not help.	Even the great saint Francis of Paolo himself, who annually performs the miracle of rain and is carried every spring through the market gardens, either could not or would not help.	true	2736.83	2746.18	23.026606
1776_139035_000031_000015	Masses, vespers, concerts, illuminations, fire-works--nothing could move him.	Masses, vespers, concerts, illuminations, fire works-nothing could move him.	true	2746.82	2751.91	21.75704
1776_139035_000031_000016	At last the peasants began to lose patience.	At last the peasants began to lose patience.	true	2752.31	2754.7	22.221014
1776_139035_000031_000017	Most of the saints were banished.	Most of the saints were banished.	true	2754.8	2756.59	22.293913
1776_139035_000031_000018	At Palermo they dumped St. Joseph in a garden to see the state of things for himself, and they swore to leave him there in the sun till rain fell.	At Palermo they dumped saint Joseph in a garden to see the state of things for himself, and they swore to leave him there in the sun till rain fell.	true	2756.6	2764.3	21.652506
1776_139035_000031_000019	Other saints were turned, like naughty children, with their faces to the wall.	Other saints were turned, like naughty children, with their faces to the wall.	true	2765.06	2769.34	22.891638
1776_139035_000031_000020	Others again, stripped of their beautiful robes, were exiled far from their parishes, threatened, grossly insulted, ducked in horse-ponds.	Others again, stripped of their beautiful robes, were exiled far from their parishes, threatened, grossly insulted, ducked in horse ponds.	true	2770.76	2780.93	20.996603
1776_139035_000031_000021	At Caltanisetta the golden wings of St. Michael the Archangel were torn from his shoulders and replaced with wings of pasteboard; his purple mantle was taken away and a clout wrapt about him instead.	At Caltanisetta the golden wings of saint Michael the Archangel were torn from his shoulders and replaced with wings of pasteboard; his purple mantle was taken away and a clout wrapt about him instead.	true	2780.93	2792.2	22.734924
1776_139035_000031_000022	At Licata the patron saint, St. Angelo, fared even worse, for he was left without any garments at all; he was reviled, he was put in irons, he was threatened with drowning or hanging.	At Licata the patron saint, st Angelo, fared even worse, for he was left without any garments at all; he was reviled, he was put in irons, he was threatened with drowning or hanging.	false	2792.72	2803.09	21.220783
1776_139035_000031_000023	"Rain or the rope!" roared the angry people at him, as they shook their fists in his face.	"Rain or the rope!" roared the angry people at him, as they shook their fists in his face.	false	2803.25	2807.41	21
1776_139035_000032_000000	Sometimes an appeal is made to the pity of the gods.	Sometimes an appeal is made to the pity of the gods.	true	2808.74	2811.73	20.882965
1776_139035_000032_000001	When their corn is being burnt up by the sun, the Zulus look out for a "heaven bird," kill it, and throw it into a pool.	When their corn is being burnt up by the sun, the Zulus look out for a "heaven bird," kill it, and throw it into a pool.	true	2812.1	2818.78	22.38218
1776_139035_000032_000002	Then the heaven melts with tenderness for the death of the bird; "it wails for it by raining, wailing a funeral wail." In Zululand women sometimes bury their children up to the neck in the ground, and then retiring to a distance keep up a dismal howl for a long time.	Then the heaven melts with tenderness for the death of the bird; "it wails for it by raining, wailing a funeral wail." In Zululand women sometimes bury their children up to the neck in the ground, and then retiring to a distance keep up a dismal howl for a long time.	true	2818.94	2834.89	20.255136
1776_139035_000032_000003	The sky is supposed to melt with pity at the sight.	The sky is supposed to melt with pity at the sight.	true	2835.32	2837.89	23.03245
1776_139035_000032_000004	Then the women dig the children out and feel sure that rain will soon follow.	Then the women dig the children out and feel sure that rain will soon follow.	true	2838.71	2842.6	21
1776_139035_000032_000005	They say that they call to "the lord above" and ask him to send rain.	They say that they call to "the lord above" and ask him to send rain.	true	2843.27	2846.71	19.591908
1776_139035_000032_000006	If it comes they declare that "Usondo rains." In times of drought the Guanches of Teneriffe led their sheep to sacred ground, and there they separated the lambs from their dams, that their plaintive bleating might touch the heart of the god.	If it comes they declare that "Usondo rains." In times of drought the Guanches of Teneriffe led their sheep to sacred ground, and there they separated the lambs from their dams, that their plaintive bleating might touch the heart of the god.	false	2846.87	2862.04	21.234085
1776_139035_000032_000007	In Kumaon a way of stopping rain is to pour hot oil in the left ear of a dog.	In Kumaon a way of stopping rain is to pour hot oil in the left ear of a dog.	true	2862.44	2867.08	21.753326
1776_139035_000032_000008	The animal howls with pain, his howls are heard by Indra, and out of pity for the beast's sufferings the god stops the rain.	The animal howls with pain, his howls are heard by Indra, and out of pity for the beast's sufferings the god stops the rain.	false	2867.09	2874.28	20.602964
1776_139035_000032_000009	Sometimes the Toradjas attempt to procure rain as follows.	Sometimes the Toradjas attempt to procure rain as follows.	true	2876.45	2879.65	21
1776_139035_000032_000010	They place the stalks of certain plants in water, saying, "Go and ask for rain, and so long as no rain falls I will not plant you again, but there shall you die." Also they string some fresh-water snails on a cord, and hang the cord on a tree, and say to the snails, "Go and ask for rain, and so long as no rain comes, I will not take you back to the water." Then the snails go and weep, and the gods take pity and send rain.	They place the stalks of certain plants in water, saying, "Go and ask for rain, and so long as no rain falls I will not plant you again, but there shall you die." Also they string some fresh water snails on a cord, and hang the cord on a tree, and say to the snails, "Go and ask for rain, and so long as no rain comes, I will not take you back to the water." Then the snails go and weep, and the gods take pity and send rain.	true	2880.05	2903.83	21.743504
1776_139035_000032_000011	However, the foregoing ceremonies are religious rather than magical, since they involve an appeal to the compassion of higher powers.	However, the foregoing ceremonies are religious rather than magical, since they involve an appeal to the compassion of higher powers.	true	2904.05	2910.94	20.861383
1776_139035_000033_000000	Stones are often supposed to possess the property of bringing on rain, provided they be dipped in water or sprinkled with it, or treated in some other appropriate manner.	Stones are often supposed to possess the property of bringing on rain, provided they be dipped in water or sprinkled with it, or treated in some other appropriate manner.	false	2912.84	2921.02	22.727783
1776_139035_000033_000001	In a Samoan village a certain stone was carefully housed as the representative of the rain-making god, and in time of drought his priests carried the stone in procession and dipped it in a stream.	In a Samoan village a certain stone was carefully housed as the representative of the rain making god, and in time of drought his priests carried the stone in procession and dipped it in a stream.	true	2921.57	2931.22	20
1776_139035_000033_000002	Among the Ta-ta-thi tribe of New South Wales, the rain-maker breaks off a piece of quartz-crystal and spits it towards the sky; the rest of the crystal he wraps in emu feathers, soaks both crystal and feathers in water, and carefully hides them.	Among the Ta ta thi tribe of New South Wales, the rain maker breaks off a piece of quartz crystal and spits it towards the sky; the rest of the crystal he wraps in emu feathers, soaks both crystal and feathers in water, and carefully hides them.	false	2933.51	2946.88	22.195635
1776_139035_000033_000003	In the Keramin tribe of New South Wales the wizard retires to the bed of a creek, drops water on a round flat stone, then covers up and conceals it.	In the Keramin tribe of New South Wales the wizard retires to the bed of a creek, drops water on a round flat stone, then covers up and conceals it.	true	2948.78	2957.44	22.36233
1776_139035_000033_000004	Among some tribes of North-western Australia the rain-maker repairs to a piece of ground which is set apart for the purpose of rain-making.	Among some tribes of north-western Australia the rain maker repairs to a piece of ground which is set apart for the purpose of rain making.	true	2959.46	2966.5	21
1776_139035_000033_000005	There he builds a heap of stones or sand, places on the top of it his magic stone, and walks or dances round the pile chanting his incantations for hours, till sheer exhaustion obliges him to desist, when his place is taken by his assistant.	There he builds a heap of stones or sand, places on the top of it his magic stone, and walks or dances round the pile chanting his incantations for hours, till sheer exhaustion obliges him to desist, when his place is taken by his assistant.	false	2966.87	2981.74	20.658749
1776_139035_000033_000006	Water is sprinkled on the stone and huge fires are kindled.	Water is sprinkled on the stone and huge fires are kindled.	true	2982.89	2986.03	24.058811
1776_139035_000033_000007	No layman may approach the sacred spot while the mystic ceremony is being performed.	No layman may approach the sacred spot while the mystic ceremony is being performed.	true	2986.31	2990.83	22.065056
1776_139035_000033_000008	When the Sulka of New Britain wish to procure rain they blacken stones with the ashes of certain fruits and set them out, along with certain other plants and buds, in the sun.	When the Sulka of New Britain wish to procure rain they blacken stones with the ashes of certain fruits and set them out, along with certain other plants and buds, in the sun	true	2991.14	3000.52	22
1776_139035_000033_000009	Then a handful of twigs is dipped in water and weighted with stones, while a spell is chanted.	Then a handful of twigs is dipped in water and weighted with stones, while a spell is chanted.	true	3001.37	3006.94	22.29791
1776_139035_000033_000010	After that rain should follow.	After that rain should follow.	true	3008.09	3010	25.167595
1776_139035_000033_000011	In Manipur, on a lofty hill to the east of the capital, there is a stone which the popular imagination likens to an umbrella.	In Manipur, on a lofty hill to the east of the capital, there is a stone which the popular imagination likens to an umbrella.	true	3010.01	3016.78	22.413097
1776_139035_000033_000012	When rain is wanted, the rajah fetches water from a spring below and sprinkles it on the stone.	When rain is wanted, the rajah fetches water from a spring below and sprinkles it on the stone.	true	3018.5	3023.86	21.350298
1776_139035_000033_000013	At Sagami in Japan there is a stone which draws down rain whenever water is poured on it.	At Sagami in Japan there is a stone which draws down rain whenever water is poured on it.	true	3024.53	3029.83	21.746471
