7957_39967_000000_000000	Summary.	Summary.	false	0	0.06	-20
7957_39967_000021_000006	In addition we have an explicit fear of the hampering influence of a state-conducted and state-regulated education upon the attainment of these ideas.	In addition we have an explicit fear of the hampering influence of a state conducted and state regulated education upon the attainment of these ideas.	true	2231.21	2239.81	16
7957_39967_000021_000007	But in less than two decades after this time, Kant's philosophic successors, Fichte and Hegel, elaborated the idea that the chief function of the state is educational; that in particular the regeneration of Germany is to be accomplished by an education carried on in the interests of the state, and that the private individual is of necessity an egoistic, irrational being, enslaved to his appetites and to circumstances unless he submits voluntarily to the educative discipline of state institutions and laws.	But in less than two decades after this time, Kant's philosophic successors, Fichte and Hegel, elaborated the idea that the chief function of the state is educational; that in particular the regeneration of Germany is to be accomplished by an education carried on in the interests of the state, and that the private individual is of necessity an egoistic, irrational being, enslaved to his appetites and to circumstances unless he submits voluntarily to the educative discipline of state institutions and laws.	false	2240.75	2274.4	19.56767
7957_39967_000021_000008	In this spirit, Germany was the first country to undertake a public, universal, and compulsory system of education extending from the primary school through the university, and to submit to jealous state regulation and supervision all private educational enterprises.	In this spirit, Germany was the first country to undertake a public, universal, and compulsory system of education extending from the primary school through the university, and to submit to jealous state regulation and supervision all private educational enterprises.	true	2275.46	2291.23	18
7957_39967_000021_000009	Two results should stand out from this brief historical survey.	Two results should stand out from this brief historical survey.	true	2292.44	2296.09	20
7957_39967_000021_000010	The first is that such terms as the individual and the social conceptions of education are quite meaningless taken at large, or apart from their context.	The first is that such terms as the individual and the social conceptions of education are quite meaningless taken at large, or apart from their context.	true	2296.52	2305.69	16
7957_39967_000021_000011	Plato had the ideal of an education which should equate individual realization and social coherency and stability.	Plato had the ideal of an education which should equate individual realization and social coherency and stability.	true	2306.03	2312.98	14
7957_39967_000021_000012	His situation forced his ideal into the notion of a society organized in stratified classes, losing the individual in the class.	His situation forced his ideal into the notion of a society organized in stratified classes, losing the individual in the class.	false	2313.59	2321.83	17
7957_39967_000021_000013	The eighteenth century educational philosophy was highly individualistic in form, but this form was inspired by a noble and generous social ideal: that of a society organized to include humanity, and providing for the indefinite perfectibility of mankind. The idealistic philosophy of Germany in the early nineteenth century endeavored again to equate the ideals of a free and complete development of cultured personality with social discipline and political subordination.	The eighteenth century educational philosophy was highly individualistic in form, but this form was inspired by a noble and generous social ideal: that of a society organized to include humanity, and providing for the indefinite perfectibility of mankind. The idealistic philosophy of Germany in the early nineteenth century endeavored again to equate the ideals of a free and complete development of cultured personality with social discipline and political subordination.	true	2323.22	2351.92	17
7957_39967_000021_000014	It made the national state an intermediary between the realization of private personality on one side and of humanity on the other.	It made the national state an intermediary between the realization of private personality on one side and of humanity on the other.	true	2352.23	2359.78	16
7957_39967_000021_000015	Consequently, it is equally possible to state its animating principle with equal truth either in the classic terms of "harmonious development of all the powers of personality" or in the more recent terminology of "social efficiency." All this reinforces the statement which opens this chapter: The conception of education as a social process and function has no definite meaning until we define the kind of society we have in mind.	Consequently, it is equally possible to state its animating principle with equal truth either in the classic terms of "harmonious development of all the powers of personality" or in the more recent terminology of "social efficiency." All this reinforces the statement which opens this chapter: The conception of education as a social process and function has no definite meaning until we define the kind of society we have in mind.	true	2360.12	2386.51	19
7957_39967_000021_000016	These considerations pave the way for our second conclusion.	These considerations pave the way for our second conclusion.	true	2386.91	2390.23	18.17051
7957_39967_000021_000017	One of the fundamental problems of education in and for a democratic society is set by the conflict of a nationalistic and a wider social aim.	One of the fundamental problems of education in and for a democratic society is set by the conflict of a nationalistic and a wider social aim.	true	2390.6	2399.62	16
7957_39967_000021_000018	The earlier cosmopolitan and "humanitarian" conception suffered both from vagueness and from lack of definite organs of execution and agencies of administration.	The earlier cosmopolitan and "humanitarian" conception suffered both from vagueness and from lack of definite organs of execution and agencies of administration.	true	2400.11	2410.27	15
7957_39967_000021_000019	In Europe, in the Continental states particularly, the new idea of the importance of education for human welfare and progress was captured by national interests and harnessed to do a work whose social aim was definitely narrow and exclusive.	In Europe, in the Continental states particularly, the new idea of the importance of education for human welfare and progress was captured by national interests and harnessed to do a work whose social aim was definitely narrow and exclusive.	true	2410.73	2425.69	18
7957_39967_000021_000020	The social aim of education and its national aim were identified, and the result was a marked obscuring of the meaning of a social aim.	The social aim of education and its national aim were identified, and the result was a marked obscuring of the meaning of a social aim.	true	2426.15	2434.57	16
7957_39967_000022_000000	This confusion corresponds to the existing situation of human intercourse.	This confusion corresponds to the existing situation of human intercourse.	true	2435.33	2440.06	15
7957_39967_000022_000001	On the one hand, science, commerce, and art transcend national boundaries.	On the one hand, science, commerce, and art transcend national boundaries.	true	2440.34	2445.25	19.866085
7957_39967_000022_000002	They are largely international in quality and method.	They are largely international in quality and method.	true	2445.5	2448.64	17.194338
7957_39967_000022_000003	They involve interdependencies and cooperation among the peoples inhabiting different countries.	They involve interdependencies and cooperation among the peoples inhabiting different countries.	true	2448.86	2454.19	14
7957_39967_000022_000004	At the same time, the idea of national sovereignty has never been as accentuated in politics as it is at the present time.	At the same time, the idea of national sovereignty has never been as accentuated in politics as it is at the present time.	true	2454.5	2462.26	18
7957_39967_000022_000005	Each nation lives in a state of suppressed hostility and incipient war with its neighbors.	Each nation lives in a state of suppressed hostility and incipient war with its neighbors.	true	2462.54	2467.45	15
7957_39967_000022_000006	Each is supposed to be the supreme judge of its own interests, and it is assumed as matter of course that each has interests which are exclusively its own.	Each is supposed to be the supreme judge of its own interests, and it is assumed as matter of course that each has interests which are exclusively its own.	false	2467.85	2476.96	19
7957_39967_000022_000007	To question this is to question the very idea of national sovereignty which is assumed to be basic to political practice and political science.	To question this is to question the very idea of national sovereignty which is assumed to be basic to political practice and political science.	true	2477.42	2485.33	17
7957_39967_000022_000008	This contradiction (for it is nothing less) between the wider sphere of associated and mutually helpful social life and the narrower sphere of exclusive and hence potentially hostile pursuits and purposes, exacts of educational theory a clearer conception of the meaning of "social" as a function and test of education than has yet been attained.	This contradiction (for it is nothing less) between the wider sphere of associated and mutually helpful social life and the narrower sphere of exclusive and hence potentially hostile pursuits and purposes, exacts of educational theory a clearer conception of the meaning of "social" as a function and test of education than has yet been attained.	false	2486	2507.8	17
7957_39967_000022_000009	Is it possible for an educational system to be conducted by a national state and yet the full social ends of the educative process not be restricted, constrained, and corrupted?	Is it possible for an educational system to be conducted by a national state and yet the full social ends of the educative process not be restricted, constrained, and corrupted?	false	2508.59	2519.32	16
7957_39967_000022_000010	Internally, the question has to face the tendencies, due to present economic conditions, which split society into classes some of which are made merely tools for the higher culture of others. Externally, the question is concerned with the reconciliation of national loyalty, of patriotism, with superior devotion to the things which unite men in common ends, irrespective of national political boundaries.	Internally, the question has to face the tendencies, due to present economic conditions, which split society into classes some of which are made merely tools for the higher culture of others. Externally, the question is concerned with the reconciliation of national loyalty, of patriotism, with superior devotion to the things which unite men in common ends, irrespective of national political boundaries.	false	2519.93	2544.46	19
7957_39967_000022_000011	Neither phase of the problem can be worked out by merely negative means.	Neither phase of the problem can be worked out by merely negative means.	true	2545.07	2548.96	17
7957_39967_000022_000012	It is not enough to see to it that education is not actively used as an instrument to make easier the exploitation of one class by another.	It is not enough to see to it that education is not actively used as an instrument to make easier the exploitation of one class by another.	true	2549.21	2557.36	16
7957_39967_000022_000013	School facilities must be secured of such amplitude and efficiency as will in fact and not simply in name discount the effects of economic inequalities, and secure to all the wards of the nation equality of equipment for their future careers.	School facilities must be secured of such amplitude and efficiency as will in fact and not simply in name discount the effects of economic inequalities, and secure to all the wards of the nation equality of equipment for their future careers.	false	2557.79	2573.2	18
7957_39967_000022_000014	Accomplishment of this end demands not only adequate administrative provision of school facilities, and such supplementation of family resources as will enable youth to take advantage of them, but also such modification of traditional ideals of culture, traditional subjects of study and traditional methods of teaching and discipline as will retain all the youth under educational influences until they are equipped to be masters of their own economic and social careers.	Accomplishment of this end demands not only adequate administrative provision of school facilities, and such supplementation of family resources as will enable youth to take advantage of them, but also such modification of traditional ideals of culture, traditional subjects of study and traditional methods of teaching and discipline as will retain all the youth under educational influences until they are equipped to be masters of their own economic and social careers.	true	2573.78	2600.8	15
7957_39967_000022_000015	The ideal may seem remote of execution, but the democratic ideal of education is a farcical yet tragic delusion except as the ideal more and more dominates our public system of education.	The ideal may seem remote of execution, but the democratic ideal of education is a farcical yet tragic delusion except as the ideal more and more dominates our public system of education.	true	2601.5	2613.22	17
7957_39967_000022_000016	The same principle has application on the side of the considerations which concern the relations of one nation to another. It is not enough to teach the horrors of war and to avoid everything which would stimulate international jealousy and animosity.	The same principle has application on the side of the considerations which concern the relations of one nation to another. It is not enough to teach the horrors of war and to avoid everything which would stimulate international jealousy and animosity.	true	2614.16	2627.62	16
7957_39967_000022_000017	The emphasis must be put upon whatever binds people together in cooperative human pursuits and results, apart from geographical limitations.	The emphasis must be put upon whatever binds people together in cooperative human pursuits and results, apart from geographical limitations.	true	2628.05	2636.44	18
7957_39967_000022_000018	The secondary and provisional character of national sovereignty in respect to the fuller, freer, and more fruitful association and intercourse of all human beings with one another must be instilled as a working disposition of mind.	The secondary and provisional character of national sovereignty in respect to the fuller, freer, and more fruitful association and intercourse of all human beings with one another must be instilled as a working disposition of mind.	true	2636.9	2650.42	16
7957_39967_000022_000019	If these applications seem to be remote from a consideration of the philosophy of education, the impression shows that the meaning of the idea of education previously developed has not been adequately grasped.	If these applications seem to be remote from a consideration of the philosophy of education, the impression shows that the meaning of the idea of education previously developed has not been adequately grasped.	true	2650.73	2662.03	17
7957_39967_000022_000020	This conclusion is bound up with the very idea of education as a freeing of individual capacity in a progressive growth directed to social aims.	This conclusion is bound up with the very idea of education as a freeing of individual capacity in a progressive growth directed to social aims.	false	2662.43	2671.36	17
7957_39967_000022_000021	Otherwise a democratic criterion of education can only be inconsistently applied.	Otherwise a democratic criterion of education can only be inconsistently applied.	true	2671.52	2677.63	21.435883
7957_39967_000023_000000	Summary.	Summary.	true	2679.62	2680.54	21.005129
7957_39967_000023_000001	Since education is a social process, and there are many kinds of societies, a criterion for educational criticism and construction implies a particular social ideal.	Since education is a social process, and there are many kinds of societies, a criterion for educational criticism and construction implies a particular social ideal.	true	2681.12	2691.67	18
7957_39967_000023_000002	The two points selected by which to measure the worth of a form of social life are the extent in which the interests of a group are shared by all its members, and the fullness and freedom with which it interacts with other groups.	The two points selected by which to measure the worth of a form of social life are the extent in which the interests of a group are shared by all its members, and the fullness and freedom with which it interacts with other groups.	true	2691.95	2704.36	19
7957_39967_000023_000003	An undesirable society, in other words, is one which internally and externally sets up barriers to free intercourse and communication of experience.	An undesirable society, in other words, is one which internally and externally sets up barriers to free intercourse and communication of experience.	true	2704.73	2714.17	18
7957_39967_000023_000004	A society which makes provision for participation in its good of all its members on equal terms and which secures flexible readjustment of its institutions through interaction of the different forms of associated life is in so far democratic.	A society which makes provision for participation in its good of all its members on equal terms and which secures flexible readjustment of its institutions through interaction of the different forms of associated life is in so far democratic.	true	2714.84	2729.83	17
7957_39967_000023_000005	Such a society must have a type of education which gives individuals a personal interest in social relationships and control, and the habits of mind which secure social changes without introducing disorder.	Such a society must have a type of education which gives individuals a personal interest in social relationships and control, and the habits of mind which secure social changes without introducing disorder.	true	2730.5	2742.64	15
7957_39967_000023_000006	Three typical historic philosophies of education were considered from this point of view. The Platonic was found to have an ideal formally quite similar to that stated, but which was compromised in its working out by making a class rather than an individual the social unit.	Three typical historic philosophies of education were considered from this point of view. The Platonic was found to have an ideal formally quite similar to that stated, but which was compromised in its working out by making a class rather than an individual the social unit.	true	2743.37	2759.98	20.211658
7957_39967_000023_000007	The so-called individualism of the eighteenth-century enlightenment was found to involve the notion of a society as broad as humanity, of whose progress the individual was to be the organ.	The so-called individualism of the eighteenth century enlightenment was found to involve the notion of a society as broad as humanity, of whose progress the individual was to be the organ.	false	2760.8	2771.41	15
7957_39967_000023_000008	But it lacked any agency for securing the development of its ideal as was evidenced in its falling back upon Nature.	But it lacked any agency for securing the development of its ideal as was evidenced in its falling back upon Nature.	true	2771.75	2778.52	19
7957_39967_000023_000009	The institutional idealistic philosophies of the nineteenth century supplied this lack by making the national state the agency, but in so doing narrowed the conception of the social aim to those who were members of the same political unit, and reintroduced the idea of the subordination of the individual to the institution. 1 There is a much neglected strain in Rousseau tending intellectually in this direction.	The institutional idealistic philosophies of the nineteenth century supplied this lack by making the national state the agency, but in so doing narrowed the conception of the social aim to those who were members of the same political unit, and reintroduced the idea of the subordination of the individual to the institution. one There is a much neglected strain in Rousseau tending intellectually in this direction.	false	2778.92	2802.79	18.25127
7957_39967_000023_000010	He opposed the existing state of affairs on the ground that it formed neither the citizen nor the man.	He opposed the existing state of affairs on the ground that it formed neither the citizen nor the man.	true	2803.13	2808.46	14
7957_39967_000023_000011	Under existing conditions, he preferred to try for the latter rather than for the former.	Under existing conditions, he preferred to try for the latter rather than for the former.	false	2808.71	2813.5	19.33965
7957_39967_000023_000012	But there are many sayings of his which point to the formation of the citizen as ideally the higher, and which indicate that his own endeavor, as embodied in the Emile, was simply the best makeshift the corruption of the times permitted him to sketch.	But there are many sayings of his which point to the formation of the citizen as ideally the higher, and which indicate that his own endeavor, as embodied in the Emile, was simply the best makeshift the corruption of the times permitted him to sketch.	false	2814.5	2839.68	18.941109
