340_124368_000000_000000	Yours as ever,	Yours as ever,	false	10.2	14.625	23.833885
340_124368_000065_000000	An inspection of the Constitution will show that the right of property in a slave is not "distinctly and expressly affirmed" in it.	An inspection of the Constitution will show that the right of property in a slave is not "distinctly and expressly affirmed" in it.	false	2450.18	2457.43	16
340_124368_000065_000001	Bear in mind, the judges do not pledge their judicial opinion that such right is impliedly affirmed in the Constitution; but they pledge their veracity that it is "distinctly and expressly" affirmed there--"distinctly," that is, not mingled with anything else; "expressly," that is, in words meaning just that, without the aid of any inference, and susceptible of no other meaning.	Bear in mind, the judges do not pledge their judicial opinion that such right is impliedly affirmed in the Constitution; but they pledge their veracity that it is "distinctly and expressly" affirmed there-"distinctly," that is, not mingled with anything else; "expressly," that is, in words meaning just that, without the aid of any inference, and susceptible of no other meaning.	false	2458.4	2484.49	21.30506
340_124368_000066_000000	If they had only pledged their judicial opinion that such right is affirmed in the instrument by implication, it would be open to others to show that neither the word "slave" nor "slavery" is to be found in the Constitution, nor the word "property" even, in any connection with language alluding to the things slave or slavery; and that wherever in that instrument the slave is alluded to, he is called a "person"; and wherever his master's legal right in relation to him is alluded to, it is spoken of as "service or labor which may be due," as a debt payable in service or labor.	If they had only pledged their judicial opinion that such right is affirmed in the instrument by implication, it would be open to others to show that neither the word "slave" nor "slavery" is to be found in the Constitution, nor the word "property" even, in any connection with language alluding to the things slave or slavery; and that wherever in that instrument the slave is alluded to, he is called a "person"; and wherever his master's legal right in relation to him is alluded to, it is spoken of as "service or labor which may be due," as a debt payable in service or labor.	false	2484.65	2524.81	19.454483
340_124368_000066_000001	Also, it would be open to show, by contemporaneous history, that this mode of alluding to slaves and slavery, instead of speaking of them, was employed on purpose to exclude from the Constitution the idea that there could be property in man.	Also, it would be open to show, by contemporaneous history, that this mode of alluding to slaves and slavery, instead of speaking of them, was employed on purpose to exclude from the Constitution the idea that there could be property in man.	false	2525.48	2542.11	18.87524
340_124368_000067_000000	To show all this, is easy and certain.	To show all this, is easy and certain.	true	2542.11	2545.12	23.834486
340_124368_000068_000000	When this obvious mistake of the judges shall be brought to their notice, is it not reasonable to expect that they will withdraw the mistaken statement, and reconsider the conclusion based upon it?	When this obvious mistake of the judges shall be brought to their notice, is it not reasonable to expect that they will withdraw the mistaken statement, and reconsider the conclusion based upon it?	true	2545.34	2556.25	16
340_124368_000069_000000	And then it is to be remembered that "our fathers; who framed the Government under which we live",--the men who made the Constitution--decided this same constitutional question in our favor, long ago; decided it without division among themselves, when making the decision, without division among themselves about the meaning of it after it was made, and, so far as any evidence is left, without basing it upon any mistaken statement of facts.	And then it is to be remembered that "our fathers; who framed the Government under which we live",--the men who made the Constitution-decided this same constitutional question in our favor, long ago; decided it without division among themselves, when making the decision, without division among themselves about the meaning of it after it was made, and, so far as any evidence is left, without basing it upon any mistaken statement of facts.	false	2556.83	2586.18	18.749365
340_124368_000070_000000	Under all these circumstances, do you really feel yourselves justified to break up this Government unless such a court decision as yours is shall be at once submitted to as a conclusive and final rule of political action? But you will not abide the election of a Republican President!	Under all these circumstances, do you really feel yourselves justified to break up this Government unless such a court decision as yours is shall be at once submitted to as a conclusive and final rule of political action? But you will not abide the election of a Republican President!	false	2586.18	2604.25	18.553186
340_124368_000070_000001	In that supposed event, you say, you will destroy the Union; and then, you say, the great crime of having destroyed it will be upon us!	In that supposed event, you say, you will destroy the Union; and then, you say, the great crime of having destroyed it will be upon us!	true	2604.8	2614.36	20.312729
340_124368_000070_000002	That is cool.	That is cool.	true	2615	2616.52	26.56725
340_124368_000070_000003	A highwayman holds a pistol to my ear, and mutters through his teeth, "stand and deliver, or I shall kill you, and then you'll be a murderer!"	A highwayman holds a pistol to my ear, and mutters through his teeth, "stand and deliver, or I shall kill you, and then you'll be a murderer!"	false	2616.53	2626.21	19.268028
340_124368_000071_000000	To be sure, what the robber demanded of me-my money was my own, and I had a clear right to keep it; but it was no more my own than my vote is my own; and the threat of death to me, to extort my money, and the threat of destruction to the Union, to extort my vote, can scarcely be distinguished in principle.	To be sure, what the robber demanded of me my money was my own, and I had a clear right to keep it; but it was no more my own than my vote is my own; and the threat of death to me, to extort my money, and the threat of destruction to the Union, to extort my vote, can scarcely be distinguished in principle.	true	2627.27	2649.13	20.016747
340_124368_000072_000000	A few words now to Republicans: It is exceedingly desirable that all parts of this great confederacy shall be at peace and in harmony one with another.	A few words now to Republicans: It is exceedingly desirable that all parts of this great confederacy shall be at peace and in harmony one with another.	true	2649.41	2660.74	18.745892
340_124368_000072_000001	Let us Republicans do our part to have it so.	Let us Republicans do our part to have it so.	true	2660.99	2664.13	21.845524
340_124368_000072_000002	Even though much provoked, let us do nothing through passion and ill temper.	Even though much provoked, let us do nothing through passion and ill temper.	true	2664.83	2670.26	20.412271
340_124368_000072_000003	Even though the Southern people will not so much as listen to us, let us calmly consider their demands, and yield to them if, in our deliberate view of our duty, we possibly can.	Even though the Southern people will not so much as listen to us, let us calmly consider their demands, and yield to them if, in our deliberate view of our duty, we possibly can.	true	2670.26	2682.16	19.69981
340_124368_000072_000004	Judging by all they say and do, and by the subject and nature of their controversy with us, let us determine, if we can, what will satisfy them.	Judging by all they say and do, and by the subject and nature of their controversy with us, let us determine, if we can, what will satisfy them.	true	2682.26	2691.52	17.351322
340_124368_000073_000000	Will they be satisfied if the Territories be unconditionally surrendered to them?	Will they be satisfied if the Territories be unconditionally surrendered to them?	true	2691.77	2696.14	18
340_124368_000073_000001	We know they will not.	We know they will not.	true	2696.33	2697.82	20.890076
340_124368_000073_000002	In all their present complaints against us, the Territories are scarcely mentioned.	In all their present complaints against us, the Territories are scarcely mentioned.	true	2698.73	2703.55	21
340_124368_000073_000003	Invasions and insurrections are the rage now.	Invasions and insurrections are the rage now.	true	2704.04	2706.95	18
340_124368_000073_000004	Will it satisfy them if, in the future, we have nothing to do with invasions and, insurrections?	Will it satisfy them if, in the future, we have nothing to do with invasions and, insurrections?	true	2706.95	2712.91	14
340_124368_000073_000005	We know it will not.	We know it will not.	true	2713.19	2714.62	21.218346
340_124368_000073_000006	We so know because we know we never had anything to do with invasions and insurrections; and yet this total abstaining does not exempt us from the charge and the denunciation.	We so know because we know we never had anything to do with invasions and insurrections; and yet this total abstaining does not exempt us from the charge and the denunciation.	false	2714.78	2725.75	17
340_124368_000074_000000	The question recurs, what will satisfy them?	The question recurs, what will satisfy them?	true	2726.3	2729.83	19.303862
340_124368_000074_000001	Simply this: We must not only let them alone, but we must, somehow, convince them that we do let them alone.	Simply this: We must not only let them alone, but we must, somehow, convince them that we do let them alone.	true	2730.08	2739.82	20.764088
340_124368_000074_000002	This, we know by experience, is no easy task.	This, we know by experience, is no easy task.	true	2739.86	2744.11	22.673277
340_124368_000074_000003	We have been so trying to convince them from the very beginning of our organization, but with no success.	We have been so trying to convince them from the very beginning of our organization, but with no success.	true	2744.15	2750.71	15
340_124368_000074_000004	In all our platforms and speeches we have constantly protested our purpose to let them alone; but this has had no tendency to convince them.	In all our platforms and speeches we have constantly protested our purpose to let them alone; but this has had no tendency to convince them.	true	2750.96	2760.37	21
340_124368_000074_000005	Alike unavailing to convince them is the fact that they have never detected a man of us in any attempt to disturb them.	Alike unavailing to convince them is the fact that they have never detected a man of us in any attempt to disturb them.	true	2760.62	2768.5	19
340_124368_000075_000000	These natural and apparently adequate means all failing, what will convince them?	These natural and apparently adequate means all failing, what will convince them?	true	2768.54	2774.53	21.488094
340_124368_000075_000001	This, and this only: cease to call slavery wrong, and join them in calling it right.	This, and this only: cease to call slavery wrong, and join them in calling it right.	false	2775.17	2782.09	21.06332
340_124368_000075_000002	And this must be done thoroughly--done in acts as well as in words.	And this must be done thoroughly-done in acts as well as in words.	true	2782.43	2787.43	22.145481
340_124368_000075_000003	Silence will not be tolerated--we must place ourselves avowedly with them.	Silence will not be tolerated-we must place ourselves avowedly with them.	true	2787.59	2792.8	19.318394
340_124368_000075_000004	Senator Douglas's new sedition law must be enacted and enforced, suppressing all declarations that slavery is wrong, whether made in politics, in presses, in pulpits; or in private.	Senator Douglas's new sedition law must be enacted and enforced, suppressing all declarations that slavery is wrong, whether made in politics, in presses, in pulpits; or in private.	false	2792.99	2806.36	19.574652
340_124368_000075_000005	We must arrest and return their fugitive slaves with greedy pleasure.	We must arrest and return their fugitive slaves with greedy pleasure.	true	2806.64	2810.74	17.283205
340_124368_000075_000006	We must pull down our free State constitutions.	We must pull down our free State constitutions.	true	2810.81	2813.92	17
340_124368_000075_000007	The whole atmosphere must be disinfected from all taint of opposition to slavery, before they will cease to believe that all their troubles proceed from us.	The whole atmosphere must be disinfected from all taint of opposition to slavery, before they will cease to believe that all their troubles proceed from us.	true	2814.59	2825.11	18
340_124368_000076_000000	I am quite aware they do not state their case precisely in this way.	I am quite aware they do not state their case precisely in this way.	true	2825.69	2830.15	18.97879
340_124368_000076_000001	Most of them would probably say to us, "Let us alone, do nothing to us, and say what you please about slavery." But we do let them alone have never disturbed them--so that after all it is what we say which dissatisfies them.	Most of them would probably say to us, "Let us alone, do nothing to us, and say what you please about slavery." But we do let them alone have never disturbed them-so that after all it is what we say which dissatisfies them.	true	2830.67	2847.73	19.850151
340_124368_000076_000002	They will continue to accuse us of doing, until we cease saying.	They will continue to accuse us of doing, until we cease saying.	true	2847.89	2852.74	20.712578
340_124368_000077_000000	I am also aware they have not as yet, in terms, demanded the overthrow of our free State constitutions.	I am also aware they have not as yet, in terms, demanded the overthrow of our free State constitutions.	false	2853.26	2860.57	17
340_124368_000077_000001	Yet those constitutions declare the wrong of slavery, with more solemn emphasis than do all other sayings against it; and when all these other sayings shall have been silenced, the overthrow of these constitutions will be demanded, and nothing be left to resist the demand.	Yet those constitutions declare the wrong of slavery, with more solemn emphasis than do all other sayings against it; and when all these other sayings shall have been silenced, the overthrow of these constitutions will be demanded, and nothing be left to resist the demand.	true	2860.61	2878.51	17.336098
340_124368_000077_000002	It is nothing to the contrary, that they do not demand the whole of this just now.	It is nothing to the contrary, that they do not demand the whole of this just now.	true	2878.85	2884.33	16.804739
340_124368_000077_000003	Demanding what they do, and for the reason they do, they can voluntarily stop nowhere short of this consummation.	Demanding what they do, and for the reason they do, they can voluntarily stop nowhere short of this consummation.	true	2884.91	2892.4	20
340_124368_000077_000004	Holding, as they do, that slavery is morally right, and socially elevating, they cannot cease to demand a full national recognition of it, as a legal right and a social blessing.	Holding, as they do, that slavery is morally right, and socially elevating, they cannot cease to demand a full national recognition of it, as a legal right and a social blessing.	true	2893.01	2905.9	19.2214
340_124368_000078_000000	Nor can we justifiably withhold this on any ground save our conviction that slavery is wrong.	Nor can we justifiably withhold this on any ground save our conviction that slavery is wrong.	true	2906.33	2912.26	18
340_124368_000078_000001	If slavery is right, all words, acts, laws, and constitutions against it are themselves wrong, and should be silenced and swept away.	If slavery is right, all words, acts, laws, and constitutions against it are themselves wrong, and should be silenced and swept away.	true	2912.78	2922.7	20.842104
340_124368_000078_000002	If it is right, we cannot justly object to its nationality its universality; if it is wrong, they cannot justly insist upon its extension--its enlargement.	If it is right, we cannot justly object to its nationality its universality; if it is wrong, they cannot justly insist upon its extension-its enlargement.	true	2923.55	2935.03	20.557768
340_124368_000078_000003	All they ask we could readily grant if we thought slavery right; all we ask they could as readily grant, if they thought it wrong.	All they ask we could readily grant if we thought slavery right; all we ask they could as readily grant, if they thought it wrong.	true	2935.88	2945.92	20.177969
340_124368_000078_000004	Their thinking it right and our thinking it wrong is the precise fact upon which depends the whole controversy.	Their thinking it right and our thinking it wrong is the precise fact upon which depends the whole controversy.	true	2946.5	2953.57	20.540886
340_124368_000078_000005	Thinking it right, as they do, they are not to blame for desiring its full recognition, as being right; but thinking it wrong, as we do, can we yield to them?	Thinking it right, as they do, they are not to blame for desiring its full recognition, as being right; but thinking it wrong, as we do, can we yield to them?	true	2954	2965.39	21.60923
340_124368_000078_000006	Can we cast our votes with their view, and against our own?	Can we cast our votes with their view, and against our own?	true	2965.82	2969.32	18
340_124368_000078_000007	In view of our moral, social, and political responsibilities, can we do this?	In view of our moral, social, and political responsibilities, can we do this?	true	2969.81	2975.02	15
340_124368_000078_000008	Wrong as we think slavery is, we can yet afford to let it alone where it is, because that much is due to the necessity arising from its actual presence in the nation; but can we, while our votes will prevent it, allow it to spread into the national Territories, and to overrun us here in these free States?	Wrong as we think slavery is, we can yet afford to let it alone where it is, because that much is due to the necessity arising from its actual presence in the nation; but can we, while our votes will prevent it, allow it to spread into the national Territories, and to overrun us here in these free States?	true	2976.44	2995.9	18.936167
340_124368_000078_000009	If our sense of duty forbids this, then let us stand by our duty, fearlessly and effectively.	If our sense of duty forbids this, then let us stand by our duty, fearlessly and effectively.	true	2996.33	3002.17	19.405083
340_124368_000078_000010	Let us be diverted by none of those sophistical contrivances wherewith we are so industriously plied and belabored-contrivances such as groping for some middle ground between the right and the wrong, vain as the search for a man who should be neither a living man nor a dead man-such as a policy of "don't care" on a question about which all true men do care--such as Union appeals beseeching true Union men to yield to Disunionists, reversing the divine rule, and calling, not the sinners, but the righteous to repentance--such as invocations to Washington, imploring men to unsay what Washington said, and undo what Washington did.	Let us be diverted by none of those sophistical contrivances wherewith we are so industriously plied and belabored contrivances such as groping for some middle ground between the right and the wrong, vain as the search for a man who should be neither a living man nor a dead man such as a policy of "don't care" on a question about which all true men do care-such as Union appeals beseeching true Union men to yield to Disunionists, reversing the divine rule, and calling, not the sinners, but the righteous to repentance-such as invocations to Washington, imploring men to unsay what Washington said, and undo what Washington did.	false	3003.11	3046.99	20.722202
340_124368_000079_000000	Neither let us be slandered from our duty by false accusations against us, nor frightened from it by menaces of destruction to the Government nor of dungeons to ourselves.	Neither let us be slandered from our duty by false accusations against us, nor frightened from it by menaces of destruction to the Government nor of dungeons to ourselves.	true	3047.21	3058.24	18
340_124368_000079_000001	LET US HAVE FAITH THAT RIGHT MAKES MIGHT, AND IN THAT FAITH LET US, TO THE END, DARE TO DO OUR DUTY AS WE UNDERSTAND IT.	LET u s HAVE FAITH THAT RIGHT MAKES MIGHT, AND IN THAT FAITH LET u s, TO THE END, DARE TO DO OUR DUTY AS WE UNDERSTAND IT.	false	3059.12	3084.06	20.634237
